course_code,course_shortname,cohort_code,role_shortname,group_name,group_idnumber,enrolment_method,status
DPS-GSEB-GUJ-STD01-GEN-ENG-2028,DPS-GSEB-GUJ-STD01-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-ENG-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ENG-2028,DPS-GSEB-GUJ-STD01-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-ENG-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ENG-2028,DPS-GSEB-GUJ-STD01-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-ENG-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2028,DPS-GSEB-GUJ-STD01-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-MATH-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2028,DPS-GSEB-GUJ-STD01-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-MATH-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2028,DPS-GSEB-GUJ-STD01-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-MATH-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2028,DPS-GSEB-GUJ-STD01-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-MATH-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2028,DPS-GSEB-GUJ-STD01-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-MATH-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2028,DPS-GSEB-GUJ-STD01-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-MATH-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-EVS-2028,DPS-GSEB-GUJ-STD01-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-EVS-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-EVS-2028,DPS-GSEB-GUJ-STD01-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-EVS-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-EVS-2028,DPS-GSEB-GUJ-STD01-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-EVS-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-EVS-2028,DPS-GSEB-GUJ-STD01-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-EVS-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-EVS-2028,DPS-GSEB-GUJ-STD01-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-EVS-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-EVS-2028,DPS-GSEB-GUJ-STD01-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-EVS-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ART-2028,DPS-GSEB-GUJ-STD01-GEN-ART-28,DPS-2028-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-ART-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ART-2028,DPS-GSEB-GUJ-STD01-GEN-ART-28,DPS-2028-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-ART-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ART-2028,DPS-GSEB-GUJ-STD01-GEN-ART-28,DPS-2028-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-ART-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ART-2028,DPS-GSEB-GUJ-STD01-GEN-ART-28,DPS-2028-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-ART-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ART-2028,DPS-GSEB-GUJ-STD01-GEN-ART-28,DPS-2028-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-ART-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ART-2028,DPS-GSEB-GUJ-STD01-GEN-ART-28,DPS-2028-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-ART-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-PE-2028,DPS-GSEB-GUJ-STD01-GEN-PE-28,DPS-2028-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-PE-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-PE-2028,DPS-GSEB-GUJ-STD01-GEN-PE-28,DPS-2028-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-PE-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-PE-2028,DPS-GSEB-GUJ-STD01-GEN-PE-28,DPS-2028-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-PE-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-PE-2028,DPS-GSEB-GUJ-STD01-GEN-PE-28,DPS-2028-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-PE-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-PE-2028,DPS-GSEB-GUJ-STD01-GEN-PE-28,DPS-2028-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-PE-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-PE-2028,DPS-GSEB-GUJ-STD01-GEN-PE-28,DPS-2028-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-PE-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-GUJ-2028,DPS-GSEB-GUJ-STD02-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD02-GEN-A,student,Division A,DPS-GSEB-GUJ-STD02-GEN-GUJ-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-GUJ-2028,DPS-GSEB-GUJ-STD02-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD02-GEN-B,student,Division B,DPS-GSEB-GUJ-STD02-GEN-GUJ-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-GUJ-2028,DPS-GSEB-GUJ-STD02-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD02-GEN-C,student,Division C,DPS-GSEB-GUJ-STD02-GEN-GUJ-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-GUJ-2028,DPS-GSEB-GUJ-STD02-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD02-GEN-D,student,Division D,DPS-GSEB-GUJ-STD02-GEN-GUJ-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-GUJ-2028,DPS-GSEB-GUJ-STD02-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD02-GEN-E,student,Division E,DPS-GSEB-GUJ-STD02-GEN-GUJ-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-GUJ-2028,DPS-GSEB-GUJ-STD02-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD02-GEN-F,student,Division F,DPS-GSEB-GUJ-STD02-GEN-GUJ-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-HIN-2028,DPS-GSEB-GUJ-STD02-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD02-GEN-A,student,Division A,DPS-GSEB-GUJ-STD02-GEN-HIN-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-HIN-2028,DPS-GSEB-GUJ-STD02-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD02-GEN-B,student,Division B,DPS-GSEB-GUJ-STD02-GEN-HIN-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-HIN-2028,DPS-GSEB-GUJ-STD02-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD02-GEN-C,student,Division C,DPS-GSEB-GUJ-STD02-GEN-HIN-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-HIN-2028,DPS-GSEB-GUJ-STD02-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD02-GEN-D,student,Division D,DPS-GSEB-GUJ-STD02-GEN-HIN-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-HIN-2028,DPS-GSEB-GUJ-STD02-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD02-GEN-E,student,Division E,DPS-GSEB-GUJ-STD02-GEN-HIN-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-HIN-2028,DPS-GSEB-GUJ-STD02-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD02-GEN-F,student,Division F,DPS-GSEB-GUJ-STD02-GEN-HIN-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ENG-2028,DPS-GSEB-GUJ-STD02-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD02-GEN-A,student,Division A,DPS-GSEB-GUJ-STD02-GEN-ENG-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ENG-2028,DPS-GSEB-GUJ-STD02-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD02-GEN-B,student,Division B,DPS-GSEB-GUJ-STD02-GEN-ENG-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ENG-2028,DPS-GSEB-GUJ-STD02-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD02-GEN-C,student,Division C,DPS-GSEB-GUJ-STD02-GEN-ENG-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ENG-2028,DPS-GSEB-GUJ-STD02-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD02-GEN-D,student,Division D,DPS-GSEB-GUJ-STD02-GEN-ENG-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ENG-2028,DPS-GSEB-GUJ-STD02-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD02-GEN-E,student,Division E,DPS-GSEB-GUJ-STD02-GEN-ENG-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ENG-2028,DPS-GSEB-GUJ-STD02-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD02-GEN-F,student,Division F,DPS-GSEB-GUJ-STD02-GEN-ENG-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-MATH-2028,DPS-GSEB-GUJ-STD02-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD02-GEN-A,student,Division A,DPS-GSEB-GUJ-STD02-GEN-MATH-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-MATH-2028,DPS-GSEB-GUJ-STD02-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD02-GEN-B,student,Division B,DPS-GSEB-GUJ-STD02-GEN-MATH-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-MATH-2028,DPS-GSEB-GUJ-STD02-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD02-GEN-C,student,Division C,DPS-GSEB-GUJ-STD02-GEN-MATH-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-MATH-2028,DPS-GSEB-GUJ-STD02-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD02-GEN-D,student,Division D,DPS-GSEB-GUJ-STD02-GEN-MATH-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-MATH-2028,DPS-GSEB-GUJ-STD02-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD02-GEN-E,student,Division E,DPS-GSEB-GUJ-STD02-GEN-MATH-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-MATH-2028,DPS-GSEB-GUJ-STD02-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD02-GEN-F,student,Division F,DPS-GSEB-GUJ-STD02-GEN-MATH-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-EVS-2028,DPS-GSEB-GUJ-STD02-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD02-GEN-A,student,Division A,DPS-GSEB-GUJ-STD02-GEN-EVS-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-EVS-2028,DPS-GSEB-GUJ-STD02-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD02-GEN-B,student,Division B,DPS-GSEB-GUJ-STD02-GEN-EVS-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-EVS-2028,DPS-GSEB-GUJ-STD02-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD02-GEN-C,student,Division C,DPS-GSEB-GUJ-STD02-GEN-EVS-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-EVS-2028,DPS-GSEB-GUJ-STD02-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD02-GEN-D,student,Division D,DPS-GSEB-GUJ-STD02-GEN-EVS-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-EVS-2028,DPS-GSEB-GUJ-STD02-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD02-GEN-E,student,Division E,DPS-GSEB-GUJ-STD02-GEN-EVS-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-EVS-2028,DPS-GSEB-GUJ-STD02-GEN-EVS-28,DPS-2028-GSEB-GUJ-STD02-GEN-F,student,Division F,DPS-GSEB-GUJ-STD02-GEN-EVS-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ART-2028,DPS-GSEB-GUJ-STD02-GEN-ART-28,DPS-2028-GSEB-GUJ-STD02-GEN-A,student,Division A,DPS-GSEB-GUJ-STD02-GEN-ART-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ART-2028,DPS-GSEB-GUJ-STD02-GEN-ART-28,DPS-2028-GSEB-GUJ-STD02-GEN-B,student,Division B,DPS-GSEB-GUJ-STD02-GEN-ART-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ART-2028,DPS-GSEB-GUJ-STD02-GEN-ART-28,DPS-2028-GSEB-GUJ-STD02-GEN-C,student,Division C,DPS-GSEB-GUJ-STD02-GEN-ART-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ART-2028,DPS-GSEB-GUJ-STD02-GEN-ART-28,DPS-2028-GSEB-GUJ-STD02-GEN-D,student,Division D,DPS-GSEB-GUJ-STD02-GEN-ART-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ART-2028,DPS-GSEB-GUJ-STD02-GEN-ART-28,DPS-2028-GSEB-GUJ-STD02-GEN-E,student,Division E,DPS-GSEB-GUJ-STD02-GEN-ART-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-ART-2028,DPS-GSEB-GUJ-STD02-GEN-ART-28,DPS-2028-GSEB-GUJ-STD02-GEN-F,student,Division F,DPS-GSEB-GUJ-STD02-GEN-ART-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-PE-2028,DPS-GSEB-GUJ-STD02-GEN-PE-28,DPS-2028-GSEB-GUJ-STD02-GEN-A,student,Division A,DPS-GSEB-GUJ-STD02-GEN-PE-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-PE-2028,DPS-GSEB-GUJ-STD02-GEN-PE-28,DPS-2028-GSEB-GUJ-STD02-GEN-B,student,Division B,DPS-GSEB-GUJ-STD02-GEN-PE-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-PE-2028,DPS-GSEB-GUJ-STD02-GEN-PE-28,DPS-2028-GSEB-GUJ-STD02-GEN-C,student,Division C,DPS-GSEB-GUJ-STD02-GEN-PE-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-PE-2028,DPS-GSEB-GUJ-STD02-GEN-PE-28,DPS-2028-GSEB-GUJ-STD02-GEN-D,student,Division D,DPS-GSEB-GUJ-STD02-GEN-PE-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-PE-2028,DPS-GSEB-GUJ-STD02-GEN-PE-28,DPS-2028-GSEB-GUJ-STD02-GEN-E,student,Division E,DPS-GSEB-GUJ-STD02-GEN-PE-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD02-GEN-PE-2028,DPS-GSEB-GUJ-STD02-GEN-PE-28,DPS-2028-GSEB-GUJ-STD02-GEN-F,student,Division F,DPS-GSEB-GUJ-STD02-GEN-PE-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-GUJ-2028,DPS-GSEB-GUJ-STD03-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD03-GEN-A,student,Division A,DPS-GSEB-GUJ-STD03-GEN-GUJ-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-GUJ-2028,DPS-GSEB-GUJ-STD03-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD03-GEN-B,student,Division B,DPS-GSEB-GUJ-STD03-GEN-GUJ-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-GUJ-2028,DPS-GSEB-GUJ-STD03-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD03-GEN-C,student,Division C,DPS-GSEB-GUJ-STD03-GEN-GUJ-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-GUJ-2028,DPS-GSEB-GUJ-STD03-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD03-GEN-D,student,Division D,DPS-GSEB-GUJ-STD03-GEN-GUJ-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-GUJ-2028,DPS-GSEB-GUJ-STD03-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD03-GEN-E,student,Division E,DPS-GSEB-GUJ-STD03-GEN-GUJ-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-GUJ-2028,DPS-GSEB-GUJ-STD03-GEN-GUJ-28,DPS-2028-GSEB-GUJ-STD03-GEN-F,student,Division F,DPS-GSEB-GUJ-STD03-GEN-GUJ-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-HIN-2028,DPS-GSEB-GUJ-STD03-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD03-GEN-A,student,Division A,DPS-GSEB-GUJ-STD03-GEN-HIN-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-HIN-2028,DPS-GSEB-GUJ-STD03-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD03-GEN-B,student,Division B,DPS-GSEB-GUJ-STD03-GEN-HIN-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-HIN-2028,DPS-GSEB-GUJ-STD03-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD03-GEN-C,student,Division C,DPS-GSEB-GUJ-STD03-GEN-HIN-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-HIN-2028,DPS-GSEB-GUJ-STD03-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD03-GEN-D,student,Division D,DPS-GSEB-GUJ-STD03-GEN-HIN-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-HIN-2028,DPS-GSEB-GUJ-STD03-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD03-GEN-E,student,Division E,DPS-GSEB-GUJ-STD03-GEN-HIN-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-HIN-2028,DPS-GSEB-GUJ-STD03-GEN-HIN-28,DPS-2028-GSEB-GUJ-STD03-GEN-F,student,Division F,DPS-GSEB-GUJ-STD03-GEN-HIN-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-ENG-2028,DPS-GSEB-GUJ-STD03-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD03-GEN-A,student,Division A,DPS-GSEB-GUJ-STD03-GEN-ENG-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-ENG-2028,DPS-GSEB-GUJ-STD03-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD03-GEN-B,student,Division B,DPS-GSEB-GUJ-STD03-GEN-ENG-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-ENG-2028,DPS-GSEB-GUJ-STD03-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD03-GEN-C,student,Division C,DPS-GSEB-GUJ-STD03-GEN-ENG-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-ENG-2028,DPS-GSEB-GUJ-STD03-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD03-GEN-D,student,Division D,DPS-GSEB-GUJ-STD03-GEN-ENG-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-ENG-2028,DPS-GSEB-GUJ-STD03-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD03-GEN-E,student,Division E,DPS-GSEB-GUJ-STD03-GEN-ENG-2028-E,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-ENG-2028,DPS-GSEB-GUJ-STD03-GEN-ENG-28,DPS-2028-GSEB-GUJ-STD03-GEN-F,student,Division F,DPS-GSEB-GUJ-STD03-GEN-ENG-2028-F,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-MATH-2028,DPS-GSEB-GUJ-STD03-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD03-GEN-A,student,Division A,DPS-GSEB-GUJ-STD03-GEN-MATH-2028-A,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-MATH-2028,DPS-GSEB-GUJ-STD03-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD03-GEN-B,student,Division B,DPS-GSEB-GUJ-STD03-GEN-MATH-2028-B,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-MATH-2028,DPS-GSEB-GUJ-STD03-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD03-GEN-C,student,Division C,DPS-GSEB-GUJ-STD03-GEN-MATH-2028-C,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-MATH-2028,DPS-GSEB-GUJ-STD03-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD03-GEN-D,student,Division D,DPS-GSEB-GUJ-STD03-GEN-MATH-2028-D,cohort_sync,active
DPS-GSEB-GUJ-STD03-GEN-MATH-2028,DPS-GSEB-GUJ-STD03-GEN-MATH-28,DPS-2028-GSEB-GUJ-STD03-GEN-E,student,Division E,DPS-GSEB-GUJ-STD03-GEN-MATH-2028-E,cohort_sync,active
