shortname,fullname,idnumber,category_idnumber,category_path,visible,format,numsections,enablecompletion,showgrades,showreports,groupmode,groupmodeforce,templatecourse,summary,tags
DPS-GSEB-GUJ-STD02-GEN-ART-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Art Education - 2028-2029,DPS-GSEB-GUJ-STD02-GEN-ART-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Art Education course for Standard 2 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD02,GEN,ART"
DPS-GSEB-GUJ-STD02-GEN-PE-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Physical Education - 2028-2029,DPS-GSEB-GUJ-STD02-GEN-PE-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Physical Education course for Standard 2 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD02,GEN,PE"
DPS-GSEB-GUJ-STD03-GEN-GUJ-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Gujarati - 2028-2029,DPS-GSEB-GUJ-STD03-GEN-GUJ-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Gujarati course for Standard 3 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD03,GEN,GUJ"
DPS-GSEB-GUJ-STD03-GEN-HIN-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Hindi - 2028-2029,DPS-GSEB-GUJ-STD03-GEN-HIN-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Hindi course for Standard 3 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD03,GEN,HIN"
DPS-GSEB-GUJ-STD03-GEN-ENG-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - English - 2028-2029,DPS-GSEB-GUJ-STD03-GEN-ENG-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"English course for Standard 3 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD03,GEN,ENG"
DPS-GSEB-GUJ-STD03-GEN-MATH-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Mathematics - 2028-2029,DPS-GSEB-GUJ-STD03-GEN-MATH-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Mathematics course for Standard 3 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD03,GEN,MATH"
DPS-GSEB-GUJ-STD03-GEN-EVS-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Environmental Studies - 2028-2029,DPS-GSEB-GUJ-STD03-GEN-EVS-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Environmental Studies course for Standard 3 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD03,GEN,EVS"
DPS-GSEB-GUJ-STD03-GEN-ART-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Art Education - 2028-2029,DPS-GSEB-GUJ-STD03-GEN-ART-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Art Education course for Standard 3 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD03,GEN,ART"
DPS-GSEB-GUJ-STD03-GEN-PE-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Physical Education - 2028-2029,DPS-GSEB-GUJ-STD03-GEN-PE-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Physical Education course for Standard 3 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD03,GEN,PE"
DPS-GSEB-GUJ-STD04-GEN-GUJ-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Gujarati - 2028-2029,DPS-GSEB-GUJ-STD04-GEN-GUJ-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 4 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Gujarati course for Standard 4 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD04,GEN,GUJ"
DPS-GSEB-GUJ-STD04-GEN-HIN-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Hindi - 2028-2029,DPS-GSEB-GUJ-STD04-GEN-HIN-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 4 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Hindi course for Standard 4 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD04,GEN,HIN"
DPS-GSEB-GUJ-STD04-GEN-ENG-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - English - 2028-2029,DPS-GSEB-GUJ-STD04-GEN-ENG-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 4 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"English course for Standard 4 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD04,GEN,ENG"
DPS-GSEB-GUJ-STD04-GEN-MATH-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Mathematics - 2028-2029,DPS-GSEB-GUJ-STD04-GEN-MATH-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 4 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Mathematics course for Standard 4 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD04,GEN,MATH"
DPS-GSEB-GUJ-STD04-GEN-EVS-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Environmental Studies - 2028-2029,DPS-GSEB-GUJ-STD04-GEN-EVS-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 4 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Environmental Studies course for Standard 4 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD04,GEN,EVS"
DPS-GSEB-GUJ-STD04-GEN-ART-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Art Education - 2028-2029,DPS-GSEB-GUJ-STD04-GEN-ART-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 4 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Art Education course for Standard 4 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD04,GEN,ART"
DPS-GSEB-GUJ-STD04-GEN-PE-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Physical Education - 2028-2029,DPS-GSEB-GUJ-STD04-GEN-PE-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 4 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Physical Education course for Standard 4 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD04,GEN,PE"
DPS-GSEB-GUJ-STD05-GEN-GUJ-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Gujarati - 2028-2029,DPS-GSEB-GUJ-STD05-GEN-GUJ-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 5 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Gujarati course for Standard 5 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD05,GEN,GUJ"
DPS-GSEB-GUJ-STD05-GEN-HIN-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Hindi - 2028-2029,DPS-GSEB-GUJ-STD05-GEN-HIN-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 5 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Hindi course for Standard 5 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD05,GEN,HIN"
DPS-GSEB-GUJ-STD05-GEN-ENG-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - English - 2028-2029,DPS-GSEB-GUJ-STD05-GEN-ENG-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 5 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"English course for Standard 5 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD05,GEN,ENG"
DPS-GSEB-GUJ-STD05-GEN-MATH-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Mathematics - 2028-2029,DPS-GSEB-GUJ-STD05-GEN-MATH-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 5 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Mathematics course for Standard 5 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD05,GEN,MATH"
DPS-GSEB-GUJ-STD05-GEN-EVS-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Environmental Studies - 2028-2029,DPS-GSEB-GUJ-STD05-GEN-EVS-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 5 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Environmental Studies course for Standard 5 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD05,GEN,EVS"
DPS-GSEB-GUJ-STD05-GEN-ART-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Art Education - 2028-2029,DPS-GSEB-GUJ-STD05-GEN-ART-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 5 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Art Education course for Standard 5 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD05,GEN,ART"
DPS-GSEB-GUJ-STD05-GEN-PE-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Physical Education - 2028-2029,DPS-GSEB-GUJ-STD05-GEN-PE-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 5 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Physical Education course for Standard 5 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD05,GEN,PE"
DPS-GSEB-GUJ-STD06-GEN-GUJ-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 6 - GEN - Gujarati - 2028-2029,DPS-GSEB-GUJ-STD06-GEN-GUJ-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD06_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 6 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Gujarati course for Standard 6 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD06,GEN,GUJ"
DPS-GSEB-GUJ-STD06-GEN-HIN-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 6 - GEN - Hindi - 2028-2029,DPS-GSEB-GUJ-STD06-GEN-HIN-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD06_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 6 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Hindi course for Standard 6 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD06,GEN,HIN"
DPS-GSEB-GUJ-STD06-GEN-ENG-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 6 - GEN - English - 2028-2029,DPS-GSEB-GUJ-STD06-GEN-ENG-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD06_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 6 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"English course for Standard 6 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD06,GEN,ENG"
DPS-GSEB-GUJ-STD06-GEN-MATH-28,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 6 - GEN - Mathematics - 2028-2029,DPS-GSEB-GUJ-STD06-GEN-MATH-2028,DRONA_TRUST_GSEB_DPS_2028_2029_GUJ_STD06_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2028-2029 / Gujarati Medium / Standard 6 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,"Mathematics course for Standard 6 GEN Gujarati Medium in 2028-2029. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.","DPS,GSEB,2028-2029,GUJ,STD06,GEN,MATH"
