shortname,fullname,idnumber,category_idnumber,category_path,visible,format,numsections,enablecompletion,showgrades,showreports,groupmode,groupmodeforce,templatecourse,summary,tags
GVS-GGOV-GUJ-BAL-GEN-FLIT-26,Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Foundational Literacy - 2026-2027,GVS-GGOV-GUJ-BAL-GEN-FLIT-2026,GVS_TRUST_GGOV_GVS_GUJ_BAL_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Balvatika/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Foundational Literacy - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,BAL,GEN,FLIT"
GVS-GGOV-GUJ-BAL-GEN-FNUM-26,Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Foundational Numeracy - 2026-2027,GVS-GGOV-GUJ-BAL-GEN-FNUM-2026,GVS_TRUST_GGOV_GVS_GUJ_BAL_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Balvatika/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Foundational Numeracy - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,BAL,GEN,FNUM"
GVS-GGOV-GUJ-BAL-GEN-RHYM-26,Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Rhymes and Stories - 2026-2027,GVS-GGOV-GUJ-BAL-GEN-RHYM-2026,GVS_TRUST_GGOV_GVS_GUJ_BAL_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Balvatika/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Rhymes and Stories - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,BAL,GEN,RHYM"
GVS-GGOV-GUJ-BAL-GEN-PLAY-26,Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Play and Activity - 2026-2027,GVS-GGOV-GUJ-BAL-GEN-PLAY-2026,GVS_TRUST_GGOV_GVS_GUJ_BAL_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Balvatika/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Play and Activity - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,BAL,GEN,PLAY"
GVS-GGOV-GUJ-BAL-GEN-ARTC-26,Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Art and Craft - 2026-2027,GVS-GGOV-GUJ-BAL-GEN-ARTC-2026,GVS_TRUST_GGOV_GVS_GUJ_BAL_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Balvatika/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Art and Craft - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,BAL,GEN,ARTC"
GVS-GGOV-GUJ-BAL-GEN-HEALTH-26,Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Health and Hygiene - 2026-2027,GVS-GGOV-GUJ-BAL-GEN-HEALTH-2026,GVS_TRUST_GGOV_GVS_GUJ_BAL_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Balvatika/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Balvatika - General - Health and Hygiene - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,BAL,GEN,HEALTH"
GVS-GGOV-GUJ-1-GEN-GUJ-26,Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Gujarati - 2026-2027,GVS-GGOV-GUJ-STD01-GEN-GUJ-2026,GVS_TRUST_GGOV_GVS_GUJ_STD01_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 1/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Gujarati - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD01,GEN,GUJ"
GVS-GGOV-GUJ-1-GEN-ENG-26,Green Valley School - GGOV - Gujarati Medium - Std 1 - General - English - 2026-2027,GVS-GGOV-GUJ-STD01-GEN-ENG-2026,GVS_TRUST_GGOV_GVS_GUJ_STD01_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 1/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 1 - General - English - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD01,GEN,ENG"
GVS-GGOV-GUJ-1-GEN-HIN-26,Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Hindi - 2026-2027,GVS-GGOV-GUJ-STD01-GEN-HIN-2026,GVS_TRUST_GGOV_GVS_GUJ_STD01_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 1/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Hindi - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD01,GEN,HIN"
GVS-GGOV-GUJ-1-GEN-MATH-26,Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Mathematics - 2026-2027,GVS-GGOV-GUJ-STD01-GEN-MATH-2026,GVS_TRUST_GGOV_GVS_GUJ_STD01_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 1/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Mathematics - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD01,GEN,MATH"
GVS-GGOV-GUJ-1-GEN-EVS-26,Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Environmental Studies - 2026-2027,GVS-GGOV-GUJ-STD01-GEN-EVS-2026,GVS_TRUST_GGOV_GVS_GUJ_STD01_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 1/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Environmental Studies - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD01,GEN,EVS"
GVS-GGOV-GUJ-1-GEN-ARTC-26,Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Art and Craft - 2026-2027,GVS-GGOV-GUJ-STD01-GEN-ARTC-2026,GVS_TRUST_GGOV_GVS_GUJ_STD01_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 1/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Art and Craft - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD01,GEN,ARTC"
GVS-GGOV-GUJ-1-GEN-HPE-26,Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Health and Physical Education - 2026-2027,GVS-GGOV-GUJ-STD01-GEN-HPE-2026,GVS_TRUST_GGOV_GVS_GUJ_STD01_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 1/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Health and Physical Education - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD01,GEN,HPE"
GVS-GGOV-GUJ-1-GEN-VALUE-26,Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Value Education / Moral Science - 2026-2027,GVS-GGOV-GUJ-STD01-GEN-VALUE-2026,GVS_TRUST_GGOV_GVS_GUJ_STD01_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 1/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 1 - General - Value Education / Moral Science - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD01,GEN,VALUE"
GVS-GGOV-GUJ-2-GEN-GUJ-26,Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Gujarati - 2026-2027,GVS-GGOV-GUJ-STD02-GEN-GUJ-2026,GVS_TRUST_GGOV_GVS_GUJ_STD02_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 2/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Gujarati - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD02,GEN,GUJ"
GVS-GGOV-GUJ-2-GEN-ENG-26,Green Valley School - GGOV - Gujarati Medium - Std 2 - General - English - 2026-2027,GVS-GGOV-GUJ-STD02-GEN-ENG-2026,GVS_TRUST_GGOV_GVS_GUJ_STD02_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 2/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 2 - General - English - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD02,GEN,ENG"
GVS-GGOV-GUJ-2-GEN-HIN-26,Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Hindi - 2026-2027,GVS-GGOV-GUJ-STD02-GEN-HIN-2026,GVS_TRUST_GGOV_GVS_GUJ_STD02_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 2/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Hindi - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD02,GEN,HIN"
GVS-GGOV-GUJ-2-GEN-MATH-26,Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Mathematics - 2026-2027,GVS-GGOV-GUJ-STD02-GEN-MATH-2026,GVS_TRUST_GGOV_GVS_GUJ_STD02_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 2/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Mathematics - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD02,GEN,MATH"
GVS-GGOV-GUJ-2-GEN-EVS-26,Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Environmental Studies - 2026-2027,GVS-GGOV-GUJ-STD02-GEN-EVS-2026,GVS_TRUST_GGOV_GVS_GUJ_STD02_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 2/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Environmental Studies - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD02,GEN,EVS"
GVS-GGOV-GUJ-2-GEN-ARTC-26,Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Art and Craft - 2026-2027,GVS-GGOV-GUJ-STD02-GEN-ARTC-2026,GVS_TRUST_GGOV_GVS_GUJ_STD02_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 2/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Art and Craft - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD02,GEN,ARTC"
GVS-GGOV-GUJ-2-GEN-HPE-26,Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Health and Physical Education - 2026-2027,GVS-GGOV-GUJ-STD02-GEN-HPE-2026,GVS_TRUST_GGOV_GVS_GUJ_STD02_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 2/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Health and Physical Education - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD02,GEN,HPE"
GVS-GGOV-GUJ-2-GEN-VALUE-26,Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Value Education / Moral Science - 2026-2027,GVS-GGOV-GUJ-STD02-GEN-VALUE-2026,GVS_TRUST_GGOV_GVS_GUJ_STD02_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 2/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 2 - General - Value Education / Moral Science - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD02,GEN,VALUE"
GVS-GGOV-GUJ-3-GEN-GUJ-26,Green Valley School - GGOV - Gujarati Medium - Std 3 - General - Gujarati - 2026-2027,GVS-GGOV-GUJ-STD03-GEN-GUJ-2026,GVS_TRUST_GGOV_GVS_GUJ_STD03_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 3/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 3 - General - Gujarati - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD03,GEN,GUJ"
GVS-GGOV-GUJ-3-GEN-ENG-26,Green Valley School - GGOV - Gujarati Medium - Std 3 - General - English - 2026-2027,GVS-GGOV-GUJ-STD03-GEN-ENG-2026,GVS_TRUST_GGOV_GVS_GUJ_STD03_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 3/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 3 - General - English - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD03,GEN,ENG"
GVS-GGOV-GUJ-3-GEN-HIN-26,Green Valley School - GGOV - Gujarati Medium - Std 3 - General - Hindi - 2026-2027,GVS-GGOV-GUJ-STD03-GEN-HIN-2026,GVS_TRUST_GGOV_GVS_GUJ_STD03_GEN,Green Valley Education Trust/Gujarat Government/Green Valley School/Gujarati Medium/Std 3/General,0,topics,12,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Baseline course for Green Valley School - GGOV - Gujarati Medium - Std 3 - General - Hindi - 2026-2027. Division groups are created inside the course.,"standard-template,GGOV,GUJ,STD03,GEN,HIN"
