course_code,course_shortname,group_name,group_idnumber,board_code,school_code,medium_code,grade_code,stream_code,division_code,description
DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DPS-GSEB-GUJ-STD01-GEN-ENG-26,Division D,DPS-GSEB-GUJ-STD01-GEN-ENG-2026-D,GSEB,DPS,GUJ,STD01,GEN,D,Division D group for DPS-GSEB-GUJ-STD01-GEN-ENG-26.
DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DPS-GSEB-GUJ-STD01-GEN-ENG-26,Division E,DPS-GSEB-GUJ-STD01-GEN-ENG-2026-E,GSEB,DPS,GUJ,STD01,GEN,E,Division E group for DPS-GSEB-GUJ-STD01-GEN-ENG-26.
DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DPS-GSEB-GUJ-STD01-GEN-ENG-26,Division F,DPS-GSEB-GUJ-STD01-GEN-ENG-2026-F,GSEB,DPS,GUJ,STD01,GEN,F,Division F group for DPS-GSEB-GUJ-STD01-GEN-ENG-26.
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,Division A,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-A,GSEB,DPS,GUJ,STD01,GEN,A,Division A group for DPS-GSEB-GUJ-STD01-GEN-MATH-26.
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,Division B,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-B,GSEB,DPS,GUJ,STD01,GEN,B,Division B group for DPS-GSEB-GUJ-STD01-GEN-MATH-26.
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,Division C,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-C,GSEB,DPS,GUJ,STD01,GEN,C,Division C group for DPS-GSEB-GUJ-STD01-GEN-MATH-26.
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,Division D,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-D,GSEB,DPS,GUJ,STD01,GEN,D,Division D group for DPS-GSEB-GUJ-STD01-GEN-MATH-26.
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,Division E,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-E,GSEB,DPS,GUJ,STD01,GEN,E,Division E group for DPS-GSEB-GUJ-STD01-GEN-MATH-26.
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,Division F,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-F,GSEB,DPS,GUJ,STD01,GEN,F,Division F group for DPS-GSEB-GUJ-STD01-GEN-MATH-26.
DPS-GSEB-GUJ-STD01-GEN-EVS-2026,DPS-GSEB-GUJ-STD01-GEN-EVS-26,Division A,DPS-GSEB-GUJ-STD01-GEN-EVS-2026-A,GSEB,DPS,GUJ,STD01,GEN,A,Division A group for DPS-GSEB-GUJ-STD01-GEN-EVS-26.
DPS-GSEB-GUJ-STD01-GEN-EVS-2026,DPS-GSEB-GUJ-STD01-GEN-EVS-26,Division B,DPS-GSEB-GUJ-STD01-GEN-EVS-2026-B,GSEB,DPS,GUJ,STD01,GEN,B,Division B group for DPS-GSEB-GUJ-STD01-GEN-EVS-26.
DPS-GSEB-GUJ-STD01-GEN-EVS-2026,DPS-GSEB-GUJ-STD01-GEN-EVS-26,Division C,DPS-GSEB-GUJ-STD01-GEN-EVS-2026-C,GSEB,DPS,GUJ,STD01,GEN,C,Division C group for DPS-GSEB-GUJ-STD01-GEN-EVS-26.
DPS-GSEB-GUJ-STD01-GEN-EVS-2026,DPS-GSEB-GUJ-STD01-GEN-EVS-26,Division D,DPS-GSEB-GUJ-STD01-GEN-EVS-2026-D,GSEB,DPS,GUJ,STD01,GEN,D,Division D group for DPS-GSEB-GUJ-STD01-GEN-EVS-26.
DPS-GSEB-GUJ-STD01-GEN-EVS-2026,DPS-GSEB-GUJ-STD01-GEN-EVS-26,Division E,DPS-GSEB-GUJ-STD01-GEN-EVS-2026-E,GSEB,DPS,GUJ,STD01,GEN,E,Division E group for DPS-GSEB-GUJ-STD01-GEN-EVS-26.
DPS-GSEB-GUJ-STD01-GEN-EVS-2026,DPS-GSEB-GUJ-STD01-GEN-EVS-26,Division F,DPS-GSEB-GUJ-STD01-GEN-EVS-2026-F,GSEB,DPS,GUJ,STD01,GEN,F,Division F group for DPS-GSEB-GUJ-STD01-GEN-EVS-26.
DPS-GSEB-GUJ-STD01-GEN-ART-2026,DPS-GSEB-GUJ-STD01-GEN-ART-26,Division A,DPS-GSEB-GUJ-STD01-GEN-ART-2026-A,GSEB,DPS,GUJ,STD01,GEN,A,Division A group for DPS-GSEB-GUJ-STD01-GEN-ART-26.
DPS-GSEB-GUJ-STD01-GEN-ART-2026,DPS-GSEB-GUJ-STD01-GEN-ART-26,Division B,DPS-GSEB-GUJ-STD01-GEN-ART-2026-B,GSEB,DPS,GUJ,STD01,GEN,B,Division B group for DPS-GSEB-GUJ-STD01-GEN-ART-26.
DPS-GSEB-GUJ-STD01-GEN-ART-2026,DPS-GSEB-GUJ-STD01-GEN-ART-26,Division C,DPS-GSEB-GUJ-STD01-GEN-ART-2026-C,GSEB,DPS,GUJ,STD01,GEN,C,Division C group for DPS-GSEB-GUJ-STD01-GEN-ART-26.
DPS-GSEB-GUJ-STD01-GEN-ART-2026,DPS-GSEB-GUJ-STD01-GEN-ART-26,Division D,DPS-GSEB-GUJ-STD01-GEN-ART-2026-D,GSEB,DPS,GUJ,STD01,GEN,D,Division D group for DPS-GSEB-GUJ-STD01-GEN-ART-26.
DPS-GSEB-GUJ-STD01-GEN-ART-2026,DPS-GSEB-GUJ-STD01-GEN-ART-26,Division E,DPS-GSEB-GUJ-STD01-GEN-ART-2026-E,GSEB,DPS,GUJ,STD01,GEN,E,Division E group for DPS-GSEB-GUJ-STD01-GEN-ART-26.
DPS-GSEB-GUJ-STD01-GEN-ART-2026,DPS-GSEB-GUJ-STD01-GEN-ART-26,Division F,DPS-GSEB-GUJ-STD01-GEN-ART-2026-F,GSEB,DPS,GUJ,STD01,GEN,F,Division F group for DPS-GSEB-GUJ-STD01-GEN-ART-26.
DPS-GSEB-GUJ-STD01-GEN-PE-2026,DPS-GSEB-GUJ-STD01-GEN-PE-26,Division A,DPS-GSEB-GUJ-STD01-GEN-PE-2026-A,GSEB,DPS,GUJ,STD01,GEN,A,Division A group for DPS-GSEB-GUJ-STD01-GEN-PE-26.
DPS-GSEB-GUJ-STD01-GEN-PE-2026,DPS-GSEB-GUJ-STD01-GEN-PE-26,Division B,DPS-GSEB-GUJ-STD01-GEN-PE-2026-B,GSEB,DPS,GUJ,STD01,GEN,B,Division B group for DPS-GSEB-GUJ-STD01-GEN-PE-26.
DPS-GSEB-GUJ-STD01-GEN-PE-2026,DPS-GSEB-GUJ-STD01-GEN-PE-26,Division C,DPS-GSEB-GUJ-STD01-GEN-PE-2026-C,GSEB,DPS,GUJ,STD01,GEN,C,Division C group for DPS-GSEB-GUJ-STD01-GEN-PE-26.
DPS-GSEB-GUJ-STD01-GEN-PE-2026,DPS-GSEB-GUJ-STD01-GEN-PE-26,Division D,DPS-GSEB-GUJ-STD01-GEN-PE-2026-D,GSEB,DPS,GUJ,STD01,GEN,D,Division D group for DPS-GSEB-GUJ-STD01-GEN-PE-26.
DPS-GSEB-GUJ-STD01-GEN-PE-2026,DPS-GSEB-GUJ-STD01-GEN-PE-26,Division E,DPS-GSEB-GUJ-STD01-GEN-PE-2026-E,GSEB,DPS,GUJ,STD01,GEN,E,Division E group for DPS-GSEB-GUJ-STD01-GEN-PE-26.
DPS-GSEB-GUJ-STD01-GEN-PE-2026,DPS-GSEB-GUJ-STD01-GEN-PE-26,Division F,DPS-GSEB-GUJ-STD01-GEN-PE-2026-F,GSEB,DPS,GUJ,STD01,GEN,F,Division F group for DPS-GSEB-GUJ-STD01-GEN-PE-26.
DPS-GSEB-GUJ-STD02-GEN-GUJ-2026,DPS-GSEB-GUJ-STD02-GEN-GUJ-26,Division A,DPS-GSEB-GUJ-STD02-GEN-GUJ-2026-A,GSEB,DPS,GUJ,STD02,GEN,A,Division A group for DPS-GSEB-GUJ-STD02-GEN-GUJ-26.
DPS-GSEB-GUJ-STD02-GEN-GUJ-2026,DPS-GSEB-GUJ-STD02-GEN-GUJ-26,Division B,DPS-GSEB-GUJ-STD02-GEN-GUJ-2026-B,GSEB,DPS,GUJ,STD02,GEN,B,Division B group for DPS-GSEB-GUJ-STD02-GEN-GUJ-26.
DPS-GSEB-GUJ-STD02-GEN-GUJ-2026,DPS-GSEB-GUJ-STD02-GEN-GUJ-26,Division C,DPS-GSEB-GUJ-STD02-GEN-GUJ-2026-C,GSEB,DPS,GUJ,STD02,GEN,C,Division C group for DPS-GSEB-GUJ-STD02-GEN-GUJ-26.
DPS-GSEB-GUJ-STD02-GEN-GUJ-2026,DPS-GSEB-GUJ-STD02-GEN-GUJ-26,Division D,DPS-GSEB-GUJ-STD02-GEN-GUJ-2026-D,GSEB,DPS,GUJ,STD02,GEN,D,Division D group for DPS-GSEB-GUJ-STD02-GEN-GUJ-26.
DPS-GSEB-GUJ-STD02-GEN-GUJ-2026,DPS-GSEB-GUJ-STD02-GEN-GUJ-26,Division E,DPS-GSEB-GUJ-STD02-GEN-GUJ-2026-E,GSEB,DPS,GUJ,STD02,GEN,E,Division E group for DPS-GSEB-GUJ-STD02-GEN-GUJ-26.
DPS-GSEB-GUJ-STD02-GEN-GUJ-2026,DPS-GSEB-GUJ-STD02-GEN-GUJ-26,Division F,DPS-GSEB-GUJ-STD02-GEN-GUJ-2026-F,GSEB,DPS,GUJ,STD02,GEN,F,Division F group for DPS-GSEB-GUJ-STD02-GEN-GUJ-26.
DPS-GSEB-GUJ-STD02-GEN-HIN-2026,DPS-GSEB-GUJ-STD02-GEN-HIN-26,Division A,DPS-GSEB-GUJ-STD02-GEN-HIN-2026-A,GSEB,DPS,GUJ,STD02,GEN,A,Division A group for DPS-GSEB-GUJ-STD02-GEN-HIN-26.
DPS-GSEB-GUJ-STD02-GEN-HIN-2026,DPS-GSEB-GUJ-STD02-GEN-HIN-26,Division B,DPS-GSEB-GUJ-STD02-GEN-HIN-2026-B,GSEB,DPS,GUJ,STD02,GEN,B,Division B group for DPS-GSEB-GUJ-STD02-GEN-HIN-26.
DPS-GSEB-GUJ-STD02-GEN-HIN-2026,DPS-GSEB-GUJ-STD02-GEN-HIN-26,Division C,DPS-GSEB-GUJ-STD02-GEN-HIN-2026-C,GSEB,DPS,GUJ,STD02,GEN,C,Division C group for DPS-GSEB-GUJ-STD02-GEN-HIN-26.
DPS-GSEB-GUJ-STD02-GEN-HIN-2026,DPS-GSEB-GUJ-STD02-GEN-HIN-26,Division D,DPS-GSEB-GUJ-STD02-GEN-HIN-2026-D,GSEB,DPS,GUJ,STD02,GEN,D,Division D group for DPS-GSEB-GUJ-STD02-GEN-HIN-26.
DPS-GSEB-GUJ-STD02-GEN-HIN-2026,DPS-GSEB-GUJ-STD02-GEN-HIN-26,Division E,DPS-GSEB-GUJ-STD02-GEN-HIN-2026-E,GSEB,DPS,GUJ,STD02,GEN,E,Division E group for DPS-GSEB-GUJ-STD02-GEN-HIN-26.
DPS-GSEB-GUJ-STD02-GEN-HIN-2026,DPS-GSEB-GUJ-STD02-GEN-HIN-26,Division F,DPS-GSEB-GUJ-STD02-GEN-HIN-2026-F,GSEB,DPS,GUJ,STD02,GEN,F,Division F group for DPS-GSEB-GUJ-STD02-GEN-HIN-26.
DPS-GSEB-GUJ-STD02-GEN-ENG-2026,DPS-GSEB-GUJ-STD02-GEN-ENG-26,Division A,DPS-GSEB-GUJ-STD02-GEN-ENG-2026-A,GSEB,DPS,GUJ,STD02,GEN,A,Division A group for DPS-GSEB-GUJ-STD02-GEN-ENG-26.
DPS-GSEB-GUJ-STD02-GEN-ENG-2026,DPS-GSEB-GUJ-STD02-GEN-ENG-26,Division B,DPS-GSEB-GUJ-STD02-GEN-ENG-2026-B,GSEB,DPS,GUJ,STD02,GEN,B,Division B group for DPS-GSEB-GUJ-STD02-GEN-ENG-26.
DPS-GSEB-GUJ-STD02-GEN-ENG-2026,DPS-GSEB-GUJ-STD02-GEN-ENG-26,Division C,DPS-GSEB-GUJ-STD02-GEN-ENG-2026-C,GSEB,DPS,GUJ,STD02,GEN,C,Division C group for DPS-GSEB-GUJ-STD02-GEN-ENG-26.
DPS-GSEB-GUJ-STD02-GEN-ENG-2026,DPS-GSEB-GUJ-STD02-GEN-ENG-26,Division D,DPS-GSEB-GUJ-STD02-GEN-ENG-2026-D,GSEB,DPS,GUJ,STD02,GEN,D,Division D group for DPS-GSEB-GUJ-STD02-GEN-ENG-26.
DPS-GSEB-GUJ-STD02-GEN-ENG-2026,DPS-GSEB-GUJ-STD02-GEN-ENG-26,Division E,DPS-GSEB-GUJ-STD02-GEN-ENG-2026-E,GSEB,DPS,GUJ,STD02,GEN,E,Division E group for DPS-GSEB-GUJ-STD02-GEN-ENG-26.
DPS-GSEB-GUJ-STD02-GEN-ENG-2026,DPS-GSEB-GUJ-STD02-GEN-ENG-26,Division F,DPS-GSEB-GUJ-STD02-GEN-ENG-2026-F,GSEB,DPS,GUJ,STD02,GEN,F,Division F group for DPS-GSEB-GUJ-STD02-GEN-ENG-26.
DPS-GSEB-GUJ-STD02-GEN-MATH-2026,DPS-GSEB-GUJ-STD02-GEN-MATH-26,Division A,DPS-GSEB-GUJ-STD02-GEN-MATH-2026-A,GSEB,DPS,GUJ,STD02,GEN,A,Division A group for DPS-GSEB-GUJ-STD02-GEN-MATH-26.
DPS-GSEB-GUJ-STD02-GEN-MATH-2026,DPS-GSEB-GUJ-STD02-GEN-MATH-26,Division B,DPS-GSEB-GUJ-STD02-GEN-MATH-2026-B,GSEB,DPS,GUJ,STD02,GEN,B,Division B group for DPS-GSEB-GUJ-STD02-GEN-MATH-26.
DPS-GSEB-GUJ-STD02-GEN-MATH-2026,DPS-GSEB-GUJ-STD02-GEN-MATH-26,Division C,DPS-GSEB-GUJ-STD02-GEN-MATH-2026-C,GSEB,DPS,GUJ,STD02,GEN,C,Division C group for DPS-GSEB-GUJ-STD02-GEN-MATH-26.
DPS-GSEB-GUJ-STD02-GEN-MATH-2026,DPS-GSEB-GUJ-STD02-GEN-MATH-26,Division D,DPS-GSEB-GUJ-STD02-GEN-MATH-2026-D,GSEB,DPS,GUJ,STD02,GEN,D,Division D group for DPS-GSEB-GUJ-STD02-GEN-MATH-26.
DPS-GSEB-GUJ-STD02-GEN-MATH-2026,DPS-GSEB-GUJ-STD02-GEN-MATH-26,Division E,DPS-GSEB-GUJ-STD02-GEN-MATH-2026-E,GSEB,DPS,GUJ,STD02,GEN,E,Division E group for DPS-GSEB-GUJ-STD02-GEN-MATH-26.
DPS-GSEB-GUJ-STD02-GEN-MATH-2026,DPS-GSEB-GUJ-STD02-GEN-MATH-26,Division F,DPS-GSEB-GUJ-STD02-GEN-MATH-2026-F,GSEB,DPS,GUJ,STD02,GEN,F,Division F group for DPS-GSEB-GUJ-STD02-GEN-MATH-26.
DPS-GSEB-GUJ-STD02-GEN-EVS-2026,DPS-GSEB-GUJ-STD02-GEN-EVS-26,Division A,DPS-GSEB-GUJ-STD02-GEN-EVS-2026-A,GSEB,DPS,GUJ,STD02,GEN,A,Division A group for DPS-GSEB-GUJ-STD02-GEN-EVS-26.
DPS-GSEB-GUJ-STD02-GEN-EVS-2026,DPS-GSEB-GUJ-STD02-GEN-EVS-26,Division B,DPS-GSEB-GUJ-STD02-GEN-EVS-2026-B,GSEB,DPS,GUJ,STD02,GEN,B,Division B group for DPS-GSEB-GUJ-STD02-GEN-EVS-26.
DPS-GSEB-GUJ-STD02-GEN-EVS-2026,DPS-GSEB-GUJ-STD02-GEN-EVS-26,Division C,DPS-GSEB-GUJ-STD02-GEN-EVS-2026-C,GSEB,DPS,GUJ,STD02,GEN,C,Division C group for DPS-GSEB-GUJ-STD02-GEN-EVS-26.
DPS-GSEB-GUJ-STD02-GEN-EVS-2026,DPS-GSEB-GUJ-STD02-GEN-EVS-26,Division D,DPS-GSEB-GUJ-STD02-GEN-EVS-2026-D,GSEB,DPS,GUJ,STD02,GEN,D,Division D group for DPS-GSEB-GUJ-STD02-GEN-EVS-26.
DPS-GSEB-GUJ-STD02-GEN-EVS-2026,DPS-GSEB-GUJ-STD02-GEN-EVS-26,Division E,DPS-GSEB-GUJ-STD02-GEN-EVS-2026-E,GSEB,DPS,GUJ,STD02,GEN,E,Division E group for DPS-GSEB-GUJ-STD02-GEN-EVS-26.
DPS-GSEB-GUJ-STD02-GEN-EVS-2026,DPS-GSEB-GUJ-STD02-GEN-EVS-26,Division F,DPS-GSEB-GUJ-STD02-GEN-EVS-2026-F,GSEB,DPS,GUJ,STD02,GEN,F,Division F group for DPS-GSEB-GUJ-STD02-GEN-EVS-26.
DPS-GSEB-GUJ-STD02-GEN-ART-2026,DPS-GSEB-GUJ-STD02-GEN-ART-26,Division A,DPS-GSEB-GUJ-STD02-GEN-ART-2026-A,GSEB,DPS,GUJ,STD02,GEN,A,Division A group for DPS-GSEB-GUJ-STD02-GEN-ART-26.
DPS-GSEB-GUJ-STD02-GEN-ART-2026,DPS-GSEB-GUJ-STD02-GEN-ART-26,Division B,DPS-GSEB-GUJ-STD02-GEN-ART-2026-B,GSEB,DPS,GUJ,STD02,GEN,B,Division B group for DPS-GSEB-GUJ-STD02-GEN-ART-26.
DPS-GSEB-GUJ-STD02-GEN-ART-2026,DPS-GSEB-GUJ-STD02-GEN-ART-26,Division C,DPS-GSEB-GUJ-STD02-GEN-ART-2026-C,GSEB,DPS,GUJ,STD02,GEN,C,Division C group for DPS-GSEB-GUJ-STD02-GEN-ART-26.
DPS-GSEB-GUJ-STD02-GEN-ART-2026,DPS-GSEB-GUJ-STD02-GEN-ART-26,Division D,DPS-GSEB-GUJ-STD02-GEN-ART-2026-D,GSEB,DPS,GUJ,STD02,GEN,D,Division D group for DPS-GSEB-GUJ-STD02-GEN-ART-26.
DPS-GSEB-GUJ-STD02-GEN-ART-2026,DPS-GSEB-GUJ-STD02-GEN-ART-26,Division E,DPS-GSEB-GUJ-STD02-GEN-ART-2026-E,GSEB,DPS,GUJ,STD02,GEN,E,Division E group for DPS-GSEB-GUJ-STD02-GEN-ART-26.
DPS-GSEB-GUJ-STD02-GEN-ART-2026,DPS-GSEB-GUJ-STD02-GEN-ART-26,Division F,DPS-GSEB-GUJ-STD02-GEN-ART-2026-F,GSEB,DPS,GUJ,STD02,GEN,F,Division F group for DPS-GSEB-GUJ-STD02-GEN-ART-26.
DPS-GSEB-GUJ-STD02-GEN-PE-2026,DPS-GSEB-GUJ-STD02-GEN-PE-26,Division A,DPS-GSEB-GUJ-STD02-GEN-PE-2026-A,GSEB,DPS,GUJ,STD02,GEN,A,Division A group for DPS-GSEB-GUJ-STD02-GEN-PE-26.
DPS-GSEB-GUJ-STD02-GEN-PE-2026,DPS-GSEB-GUJ-STD02-GEN-PE-26,Division B,DPS-GSEB-GUJ-STD02-GEN-PE-2026-B,GSEB,DPS,GUJ,STD02,GEN,B,Division B group for DPS-GSEB-GUJ-STD02-GEN-PE-26.
DPS-GSEB-GUJ-STD02-GEN-PE-2026,DPS-GSEB-GUJ-STD02-GEN-PE-26,Division C,DPS-GSEB-GUJ-STD02-GEN-PE-2026-C,GSEB,DPS,GUJ,STD02,GEN,C,Division C group for DPS-GSEB-GUJ-STD02-GEN-PE-26.
DPS-GSEB-GUJ-STD02-GEN-PE-2026,DPS-GSEB-GUJ-STD02-GEN-PE-26,Division D,DPS-GSEB-GUJ-STD02-GEN-PE-2026-D,GSEB,DPS,GUJ,STD02,GEN,D,Division D group for DPS-GSEB-GUJ-STD02-GEN-PE-26.
DPS-GSEB-GUJ-STD02-GEN-PE-2026,DPS-GSEB-GUJ-STD02-GEN-PE-26,Division E,DPS-GSEB-GUJ-STD02-GEN-PE-2026-E,GSEB,DPS,GUJ,STD02,GEN,E,Division E group for DPS-GSEB-GUJ-STD02-GEN-PE-26.
DPS-GSEB-GUJ-STD02-GEN-PE-2026,DPS-GSEB-GUJ-STD02-GEN-PE-26,Division F,DPS-GSEB-GUJ-STD02-GEN-PE-2026-F,GSEB,DPS,GUJ,STD02,GEN,F,Division F group for DPS-GSEB-GUJ-STD02-GEN-PE-26.
DPS-GSEB-GUJ-STD03-GEN-GUJ-2026,DPS-GSEB-GUJ-STD03-GEN-GUJ-26,Division A,DPS-GSEB-GUJ-STD03-GEN-GUJ-2026-A,GSEB,DPS,GUJ,STD03,GEN,A,Division A group for DPS-GSEB-GUJ-STD03-GEN-GUJ-26.
DPS-GSEB-GUJ-STD03-GEN-GUJ-2026,DPS-GSEB-GUJ-STD03-GEN-GUJ-26,Division B,DPS-GSEB-GUJ-STD03-GEN-GUJ-2026-B,GSEB,DPS,GUJ,STD03,GEN,B,Division B group for DPS-GSEB-GUJ-STD03-GEN-GUJ-26.
DPS-GSEB-GUJ-STD03-GEN-GUJ-2026,DPS-GSEB-GUJ-STD03-GEN-GUJ-26,Division C,DPS-GSEB-GUJ-STD03-GEN-GUJ-2026-C,GSEB,DPS,GUJ,STD03,GEN,C,Division C group for DPS-GSEB-GUJ-STD03-GEN-GUJ-26.
DPS-GSEB-GUJ-STD03-GEN-GUJ-2026,DPS-GSEB-GUJ-STD03-GEN-GUJ-26,Division D,DPS-GSEB-GUJ-STD03-GEN-GUJ-2026-D,GSEB,DPS,GUJ,STD03,GEN,D,Division D group for DPS-GSEB-GUJ-STD03-GEN-GUJ-26.
DPS-GSEB-GUJ-STD03-GEN-GUJ-2026,DPS-GSEB-GUJ-STD03-GEN-GUJ-26,Division E,DPS-GSEB-GUJ-STD03-GEN-GUJ-2026-E,GSEB,DPS,GUJ,STD03,GEN,E,Division E group for DPS-GSEB-GUJ-STD03-GEN-GUJ-26.
DPS-GSEB-GUJ-STD03-GEN-GUJ-2026,DPS-GSEB-GUJ-STD03-GEN-GUJ-26,Division F,DPS-GSEB-GUJ-STD03-GEN-GUJ-2026-F,GSEB,DPS,GUJ,STD03,GEN,F,Division F group for DPS-GSEB-GUJ-STD03-GEN-GUJ-26.
DPS-GSEB-GUJ-STD03-GEN-HIN-2026,DPS-GSEB-GUJ-STD03-GEN-HIN-26,Division A,DPS-GSEB-GUJ-STD03-GEN-HIN-2026-A,GSEB,DPS,GUJ,STD03,GEN,A,Division A group for DPS-GSEB-GUJ-STD03-GEN-HIN-26.
DPS-GSEB-GUJ-STD03-GEN-HIN-2026,DPS-GSEB-GUJ-STD03-GEN-HIN-26,Division B,DPS-GSEB-GUJ-STD03-GEN-HIN-2026-B,GSEB,DPS,GUJ,STD03,GEN,B,Division B group for DPS-GSEB-GUJ-STD03-GEN-HIN-26.
