parent_username,student_username,relationship,role_shortname,allow_grade_view,allow_activity_report_view,notes
dps.par.00101,dps.stu.00113,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00102,dps.stu.00114,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00103,dps.stu.00115,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00104,dps.stu.00116,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00105,dps.stu.00117,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00106,dps.stu.00118,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00107,dps.stu.00119,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00108,dps.stu.00120,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00109,dps.stu.00121,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00109,dps.stu.00122,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00110,dps.stu.00123,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00111,dps.stu.00124,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00112,dps.stu.00125,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00113,dps.stu.00126,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00114,dps.stu.00127,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00115,dps.stu.00128,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00116,dps.stu.00129,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00117,dps.stu.00130,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00118,dps.stu.00131,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00118,dps.stu.00132,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00119,dps.stu.00133,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00120,dps.stu.00134,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00121,dps.stu.00135,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00122,dps.stu.00136,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00123,dps.stu.00137,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00124,dps.stu.00138,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00125,dps.stu.00139,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00126,dps.stu.00140,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00127,dps.stu.00141,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00127,dps.stu.00142,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00128,dps.stu.00143,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00129,dps.stu.00144,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00130,dps.stu.00145,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00131,dps.stu.00146,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00132,dps.stu.00147,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00133,dps.stu.00148,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00134,dps.stu.00149,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00135,dps.stu.00150,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00136,dps.stu.00151,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00136,dps.stu.00152,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00137,dps.stu.00153,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00138,dps.stu.00154,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00139,dps.stu.00155,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00140,dps.stu.00156,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00141,dps.stu.00157,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00142,dps.stu.00158,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00143,dps.stu.00159,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00144,dps.stu.00160,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00145,dps.stu.00161,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00145,dps.stu.00162,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00146,dps.stu.00163,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00147,dps.stu.00164,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00148,dps.stu.00165,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00149,dps.stu.00166,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00150,dps.stu.00167,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00151,dps.stu.00168,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00152,dps.stu.00169,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00153,dps.stu.00170,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00154,dps.stu.00171,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00154,dps.stu.00172,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00155,dps.stu.00173,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00156,dps.stu.00174,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00157,dps.stu.00175,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00158,dps.stu.00176,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00159,dps.stu.00177,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00160,dps.stu.00178,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00161,dps.stu.00179,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00162,dps.stu.00180,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00163,dps.stu.00181,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00163,dps.stu.00182,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00164,dps.stu.00183,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00165,dps.stu.00184,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00166,dps.stu.00185,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00167,dps.stu.00186,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00168,dps.stu.00187,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00169,dps.stu.00188,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00170,dps.stu.00189,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00171,dps.stu.00190,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00172,dps.stu.00191,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00172,dps.stu.00192,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.00173,dps.stu.00193,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00174,dps.stu.00194,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00175,dps.stu.00195,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00176,dps.stu.00196,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00177,dps.stu.00197,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00178,dps.stu.00198,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00179,dps.stu.00199,Parent,parent,1,1,Single-student parent for local testing.
dps.par.00180,dps.stu.00200,Parent,parent,1,1,Single-student parent for local testing.
