username,cohort_code,role
dps.stu.00070,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00071,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00072,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00073,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00074,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00075,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00076,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00077,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00078,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00079,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00080,DPS-2026-GSEB-GUJ-STD01-GEN-B,student
dps.stu.00081,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00082,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00083,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00084,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00085,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00086,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00087,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00088,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00089,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00090,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00091,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00092,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00093,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00094,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00095,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00096,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00097,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00098,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00099,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00100,DPS-2026-GSEB-ENG-STD01-GEN-B,student
dps.stu.00101,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00102,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00103,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00104,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00105,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00106,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00107,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00108,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00109,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00110,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00111,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00112,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00113,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00114,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00115,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00116,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00117,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00118,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00119,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00120,DPS-2026-GSEB-HIN-STD01-GEN-B,student
dps.stu.00121,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00122,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00123,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00124,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00125,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00126,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00127,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00128,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00129,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00130,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00131,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00132,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00133,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00134,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00135,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00136,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00137,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00138,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00139,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00140,DPS-2026-GSEB-GUJ-STD01-GEN-C,student
dps.stu.00141,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00142,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00143,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00144,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00145,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00146,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00147,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00148,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00149,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00150,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00151,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00152,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00153,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00154,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00155,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00156,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00157,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00158,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00159,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00160,DPS-2026-GSEB-ENG-STD01-GEN-C,student
dps.stu.00161,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00162,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00163,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00164,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00165,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00166,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00167,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00168,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00169,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00170,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00171,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00172,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00173,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00174,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00175,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00176,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00177,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00178,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00179,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00180,DPS-2026-GSEB-HIN-STD01-GEN-C,student
dps.stu.00181,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00182,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00183,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00184,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00185,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00186,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00187,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00188,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00189,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00190,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00191,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00192,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00193,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00194,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00195,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00196,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00197,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00198,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00199,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
dps.stu.00200,DPS-2026-GSEB-GUJ-STD01-GEN-D,student
