academic_year,board_code,medium_code,grade_code,stream_code,division_codes,capacity,is_active,notes
2026-2027,GSEB,ENG,POLY_CE_Y1,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y2,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y3,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y1,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y2,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y3,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE01,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE02,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE03,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE04,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FIN,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FND,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_INT,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CS_EXE,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD01,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD02,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD03,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD04,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD05,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD06,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD07,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD08,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD09,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD10,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD11_ART,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD11_COM,COM,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD11_SCI,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD12_ART,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD12_COM,COM,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,STD12_SCI,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_AI_Y1,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_AI_Y2,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_LAW_Y1,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_LAW_Y2,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_MARCH_Y1,ARC,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_MBA_Y1,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_MBA_Y2,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_MCA_Y1,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_MCA_Y2,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_MCOM_Y1,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_MFA_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_MPT_Y1,AHS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PG_MSW_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PHD_AI,RES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PHD_DS,RES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_PHD_RE,RES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BARCH_Y1,ARC,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BARCH_Y5,ARC,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y1,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y2,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BBA_Y3,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y1,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y2,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BCA_Y3,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BFA_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BHM_Y1,HOS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y1,AHS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BPT_Y4,AHS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_BSW_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y1,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y2,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y3,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_CSE_Y4,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y1,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y2,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_DS_Y3,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y1,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_LAW_Y5,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y1,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y2,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y3,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y4,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_MED_Y5,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_UX_Y1,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_UX_Y2,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_UX_Y3,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,UNI_UG_UX_Y4,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,ITI_ELEC,VOC_IND,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,ITI_FIT,VOC_IND,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,LMS_CERT_AGILE,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,LMS_CERT_CLOUD,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,LMS_CERT_CYBER,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,LMS_CERT_DATA,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,LMS_CERT_DIGMKT,MKT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,LMS_CERT_FSD,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,LMS_CERT_MLOPS,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,LMS_CERT_PM,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,LMS_CERT_WEB3,EMG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,NUR_BSC_Y1,NUR,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,NUR_GNM_Y1,NUR,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,NUR_GNM_Y2,NUR,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,POLY_CE_Y1,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,POLY_CE_Y2,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,POLY_CE_Y3,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,POLY_ME_Y1,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,POLY_ME_Y2,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,POLY_ME_Y3,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,PRE01,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,PRE02,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,PRE03,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,PRE04,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,PRO_CA_FIN,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,PRO_CA_FND,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,PRO_CA_INT,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,PRO_CS_EXE,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD01,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD02,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD03,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD04,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD05,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD06,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD07,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD08,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD09,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD10,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD11_ART,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD11_COM,COM,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD11_SCI,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD12_ART,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD12_COM,COM,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,STD12_SCI,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_AI_Y1,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_AI_Y2,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_LAW_Y1,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_LAW_Y2,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_MARCH_Y1,ARC,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_MBA_Y1,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_MBA_Y2,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_MCA_Y1,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_MCA_Y2,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_MCOM_Y1,PRO_FIN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_MFA_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_MPT_Y1,AHS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PG_MSW_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PHD_AI,RES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PHD_DS,RES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_PHD_RE,RES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BARCH_Y1,ARC,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BARCH_Y5,ARC,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BBA_Y1,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BBA_Y2,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BBA_Y3,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BCA_Y1,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BCA_Y2,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BCA_Y3,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BFA_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BHM_Y1,HOS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BPT_Y1,AHS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BPT_Y4,AHS,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_BSW_Y1,ART,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_CSE_Y1,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_CSE_Y2,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_CSE_Y3,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_CSE_Y4,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_DS_Y1,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_DS_Y2,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_DS_Y3,SCI,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_LAW_Y1,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_LAW_Y5,LAW,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_MED_Y1,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_MED_Y2,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_MED_Y3,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_MED_Y4,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_MED_Y5,MED,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_UX_Y1,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_UX_Y2,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_UX_Y3,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,GUJ,UNI_UG_UX_Y4,DES,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,ITI_ELEC,VOC_IND,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,ITI_FIT,VOC_IND,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,LMS_CERT_AGILE,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,LMS_CERT_CLOUD,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,LMS_CERT_CYBER,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,LMS_CERT_DATA,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,LMS_CERT_DIGMKT,MKT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,LMS_CERT_FSD,CSA,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,LMS_CERT_MLOPS,AIE,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,LMS_CERT_PM,MGT,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,LMS_CERT_WEB3,EMG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,NUR_BSC_Y1,NUR,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,NUR_GNM_Y1,NUR,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,NUR_GNM_Y2,NUR,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,POLY_CE_Y1,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,POLY_CE_Y2,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,POLY_CE_Y3,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,POLY_ME_Y1,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,POLY_ME_Y2,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,POLY_ME_Y3,ENG,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,PRE01,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,HIN,PRE02,GEN,A|B|C|D|E|F,40,1,Default from active division master; edit division_codes to scope this grade.
