category_code,parent_category_code,category_type,name,idnumber,path,visible,description
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ,grade,Standard 5,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 5,1,Standard 5 category.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 5 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD06,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ,grade,Standard 6,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD06,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 6,1,Standard 6 category.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD06_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD06,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD06_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 6 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD07,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ,grade,Standard 7,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD07,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 7,1,Standard 7 category.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD07_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD07,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD07_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 7 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD08,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ,grade,Standard 8,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD08,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 8,1,Standard 8 category.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD08_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD08,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD08_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 8 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD09,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ,grade,Standard 9,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD09,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 9,1,Standard 9 category.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD09_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD09,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD09_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 9 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD10,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ,grade,Standard 10,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD10,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 10,1,Standard 10 category.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD10_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD10,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD10_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 10 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ,grade,Standard 11,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 11,1,Standard 11 category.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11_SCI,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11,stream,Science,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11_SCI,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 11 / SCI,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11_COM,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11,stream,Commerce,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11_COM,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 11 / COM,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11_ARTS,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11,stream,Arts / Humanities,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD11_ARTS,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 11 / ARTS,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ,grade,Standard 12,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 12,1,Standard 12 category.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12_SCI,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12,stream,Science,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12_SCI,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 12 / SCI,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12_COM,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12,stream,Commerce,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12_COM,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 12 / COM,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12_ARTS,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12,stream,Arts / Humanities,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12_ARTS,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Gujarati Medium / Standard 12 / ARTS,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG,DRONA_TRUST_GSEB_DPS_2027_2028,medium,English Medium,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium,1,English Medium category for 2027-2028.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD01,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 1,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD01,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 1,1,Standard 1 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD01_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD01,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 1 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD02,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 2,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD02,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 2,1,Standard 2 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD02_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD02,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 2 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD03,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 3,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD03,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 3,1,Standard 3 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD03_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD03,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 3 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD04,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 4,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD04,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 4,1,Standard 4 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD04_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD04,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 4 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD05,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 5,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD05,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 5,1,Standard 5 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD05_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD05,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 5 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD06,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 6,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD06,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 6,1,Standard 6 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD06_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD06,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD06_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 6 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD07,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 7,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD07,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 7,1,Standard 7 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD07_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD07,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD07_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 7 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD08,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 8,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD08,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 8,1,Standard 8 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD08_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD08,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD08_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 8 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD09,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 9,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD09,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 9,1,Standard 9 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD09_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD09,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD09_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 9 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD10,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 10,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD10,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 10,1,Standard 10 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD10_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD10,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD10_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 10 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 11,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 11,1,Standard 11 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11_SCI,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11,stream,Science,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11_SCI,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 11 / SCI,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11_COM,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11,stream,Commerce,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11_COM,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 11 / COM,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11_ARTS,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11,stream,Arts / Humanities,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD11_ARTS,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 11 / ARTS,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12,DRONA_TRUST_GSEB_DPS_2027_2028_ENG,grade,Standard 12,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 12,1,Standard 12 category.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_SCI,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12,stream,Science,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_SCI,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 12 / SCI,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_COM,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12,stream,Commerce,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_COM,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 12 / COM,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_ARTS,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12,stream,Arts / Humanities,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_ARTS,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / English Medium / Standard 12 / ARTS,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN,DRONA_TRUST_GSEB_DPS_2027_2028,medium,Hindi Medium,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium,1,Hindi Medium category for 2027-2028.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD01,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,grade,Standard 1,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD01,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 1,1,Standard 1 category.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD01_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD01,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 1 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD02,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,grade,Standard 2,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD02,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 2,1,Standard 2 category.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD02_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD02,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 2 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD03,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,grade,Standard 3,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD03,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 3,1,Standard 3 category.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD03_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD03,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 3 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD04,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,grade,Standard 4,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD04,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 4,1,Standard 4 category.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD04_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD04,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 4 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD05,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,grade,Standard 5,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD05,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 5,1,Standard 5 category.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD05_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD05,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD05_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 5 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD06,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,grade,Standard 6,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD06,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 6,1,Standard 6 category.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD06_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD06,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD06_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 6 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD07,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,grade,Standard 7,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD07,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 7,1,Standard 7 category.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD07_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD07,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD07_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 7 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD08,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,grade,Standard 8,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD08,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 8,1,Standard 8 category.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD08_GEN,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD08,stream,General,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD08_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 8 / GEN,1,Stream/category for courses.
DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD09,DRONA_TRUST_GSEB_DPS_2027_2028_HIN,grade,Standard 9,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD09,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2027-2028 / Hindi Medium / Standard 9,1,Standard 9 category.
