shortname,fullname,idnumber,category_idnumber,category_path,visible,format,numsections,enablecompletion,showgrades,showreports,groupmode,groupmodeforce,templatecourse,summary,tags
DPS-GSEB-GUJ-PRE04-GEN-HIN-26,Drona Public School - Gujarat Board Education - Gujarati Medium - UKG (Upper Kindergarten) - GEN - Hindi - 2026-2027,DPS-GSEB-GUJ-PRE04-GEN-HIN-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_PRE04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / UKG (Upper Kindergarten) / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Hindi course for UKG (Upper Kindergarten) GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,PRE04,GEN,HIN"
DPS-GSEB-GUJ-PRE04-GEN-ART-26,Drona Public School - Gujarat Board Education - Gujarati Medium - UKG (Upper Kindergarten) - GEN - Art & Craft - 2026-2027,DPS-GSEB-GUJ-PRE04-GEN-ART-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_PRE04_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / UKG (Upper Kindergarten) / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Art & Craft course for UKG (Upper Kindergarten) GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,PRE04,GEN,ART"
DPS-GSEB-GUJ-STD01-GEN-ENG-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - English - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,English course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,ENG"
DPS-GSEB-GUJ-STD01-GEN-HIN-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Hindi - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-HIN-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Hindi course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,HIN"
DPS-GSEB-GUJ-STD01-GEN-REG_LANG-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Regional Language - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Regional Language course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,REG_LANG"
DPS-GSEB-GUJ-STD01-GEN-MATH-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Mathematics - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Mathematics course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,MATH"
DPS-GSEB-GUJ-STD01-GEN-SCI-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Science - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-SCI-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Science course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,SCI"
DPS-GSEB-GUJ-STD01-GEN-SST-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Social Studies - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-SST-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Social Studies course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,SST"
DPS-GSEB-GUJ-STD01-GEN-EVS-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Environmental Studies - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-EVS-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Environmental Studies course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,EVS"
DPS-GSEB-GUJ-STD01-GEN-COMP-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Computer Science - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-COMP-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Computer Science course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,COMP"
DPS-GSEB-GUJ-STD01-GEN-ART-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Art & Craft - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-ART-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Art & Craft course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,ART"
DPS-GSEB-GUJ-STD01-GEN-PE-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Physical Education - 2026-2027,DPS-GSEB-GUJ-STD01-GEN-PE-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD01_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 1 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Physical Education course for Standard 1 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD01,GEN,PE"
DPS-GSEB-GUJ-STD02-GEN-ENG-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - English - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-ENG-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,English course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,ENG"
DPS-GSEB-GUJ-STD02-GEN-HIN-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Hindi - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-HIN-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Hindi course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,HIN"
DPS-GSEB-GUJ-STD02-GEN-REG_LANG-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Regional Language - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-REG_LANG-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Regional Language course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,REG_LANG"
DPS-GSEB-GUJ-STD02-GEN-MATH-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Mathematics - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-MATH-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Mathematics course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,MATH"
DPS-GSEB-GUJ-STD02-GEN-SCI-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Science - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-SCI-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Science course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,SCI"
DPS-GSEB-GUJ-STD02-GEN-SST-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Social Studies - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-SST-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Social Studies course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,SST"
DPS-GSEB-GUJ-STD02-GEN-EVS-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Environmental Studies - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-EVS-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Environmental Studies course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,EVS"
DPS-GSEB-GUJ-STD02-GEN-COMP-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Computer Science - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-COMP-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Computer Science course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,COMP"
DPS-GSEB-GUJ-STD02-GEN-ART-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Art & Craft - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-ART-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Art & Craft course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,ART"
DPS-GSEB-GUJ-STD02-GEN-PE-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Physical Education - 2026-2027,DPS-GSEB-GUJ-STD02-GEN-PE-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD02_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 2 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Physical Education course for Standard 2 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD02,GEN,PE"
DPS-GSEB-GUJ-STD03-GEN-ENG-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - English - 2026-2027,DPS-GSEB-GUJ-STD03-GEN-ENG-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,English course for Standard 3 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD03,GEN,ENG"
DPS-GSEB-GUJ-STD03-GEN-HIN-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Hindi - 2026-2027,DPS-GSEB-GUJ-STD03-GEN-HIN-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Hindi course for Standard 3 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD03,GEN,HIN"
DPS-GSEB-GUJ-STD03-GEN-REG_LANG-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Regional Language - 2026-2027,DPS-GSEB-GUJ-STD03-GEN-REG_LANG-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Regional Language course for Standard 3 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD03,GEN,REG_LANG"
DPS-GSEB-GUJ-STD03-GEN-MATH-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Mathematics - 2026-2027,DPS-GSEB-GUJ-STD03-GEN-MATH-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Mathematics course for Standard 3 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD03,GEN,MATH"
DPS-GSEB-GUJ-STD03-GEN-SCI-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Science - 2026-2027,DPS-GSEB-GUJ-STD03-GEN-SCI-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Science course for Standard 3 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD03,GEN,SCI"
DPS-GSEB-GUJ-STD03-GEN-SST-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Social Studies - 2026-2027,DPS-GSEB-GUJ-STD03-GEN-SST-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Social Studies course for Standard 3 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD03,GEN,SST"
DPS-GSEB-GUJ-STD03-GEN-EVS-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Environmental Studies - 2026-2027,DPS-GSEB-GUJ-STD03-GEN-EVS-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Environmental Studies course for Standard 3 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD03,GEN,EVS"
DPS-GSEB-GUJ-STD03-GEN-COMP-26,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Computer Science - 2026-2027,DPS-GSEB-GUJ-STD03-GEN-COMP-2026,DRONA_TRUST_GSEB_DPS_2026_2027_GUJ_STD03_GEN,Drona Education Trust / Gujarat Board Education / Drona Public School / Academic Year 2026-2027 / Gujarati Medium / Standard 3 / GEN,1,topics,16,1,1,1,1,1,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,Computer Science course for Standard 3 GEN Gujarati Medium in 2026-2027. School model: Two Term with completion rules and default certification.,"DPS,GSEB,2026-2027,GUJ,STD03,GEN,COMP"
