academic_year,board_code,medium_code,grade_code,stream_code,division_code,division_name,capacity,is_active,source_rule_key,notes
2026-2027,GSEB,ENG,POLY_CE_Y2,ENG,A,Division A,40,1,2026-2027-GSEB-ENG-POLY_CE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y2,ENG,B,Division B,40,1,2026-2027-GSEB-ENG-POLY_CE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y2,ENG,C,Division C,40,1,2026-2027-GSEB-ENG-POLY_CE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y2,ENG,D,Division D,40,1,2026-2027-GSEB-ENG-POLY_CE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y2,ENG,E,Division E,40,1,2026-2027-GSEB-ENG-POLY_CE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y2,ENG,F,Division F,40,1,2026-2027-GSEB-ENG-POLY_CE_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y3,ENG,A,Division A,40,1,2026-2027-GSEB-ENG-POLY_CE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y3,ENG,B,Division B,40,1,2026-2027-GSEB-ENG-POLY_CE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y3,ENG,C,Division C,40,1,2026-2027-GSEB-ENG-POLY_CE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y3,ENG,D,Division D,40,1,2026-2027-GSEB-ENG-POLY_CE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y3,ENG,E,Division E,40,1,2026-2027-GSEB-ENG-POLY_CE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_CE_Y3,ENG,F,Division F,40,1,2026-2027-GSEB-ENG-POLY_CE_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y1,ENG,A,Division A,40,1,2026-2027-GSEB-ENG-POLY_ME_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y1,ENG,B,Division B,40,1,2026-2027-GSEB-ENG-POLY_ME_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y1,ENG,C,Division C,40,1,2026-2027-GSEB-ENG-POLY_ME_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y1,ENG,D,Division D,40,1,2026-2027-GSEB-ENG-POLY_ME_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y1,ENG,E,Division E,40,1,2026-2027-GSEB-ENG-POLY_ME_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y1,ENG,F,Division F,40,1,2026-2027-GSEB-ENG-POLY_ME_Y1-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y2,ENG,A,Division A,40,1,2026-2027-GSEB-ENG-POLY_ME_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y2,ENG,B,Division B,40,1,2026-2027-GSEB-ENG-POLY_ME_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y2,ENG,C,Division C,40,1,2026-2027-GSEB-ENG-POLY_ME_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y2,ENG,D,Division D,40,1,2026-2027-GSEB-ENG-POLY_ME_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y2,ENG,E,Division E,40,1,2026-2027-GSEB-ENG-POLY_ME_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y2,ENG,F,Division F,40,1,2026-2027-GSEB-ENG-POLY_ME_Y2-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y3,ENG,A,Division A,40,1,2026-2027-GSEB-ENG-POLY_ME_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y3,ENG,B,Division B,40,1,2026-2027-GSEB-ENG-POLY_ME_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y3,ENG,C,Division C,40,1,2026-2027-GSEB-ENG-POLY_ME_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y3,ENG,D,Division D,40,1,2026-2027-GSEB-ENG-POLY_ME_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y3,ENG,E,Division E,40,1,2026-2027-GSEB-ENG-POLY_ME_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,POLY_ME_Y3,ENG,F,Division F,40,1,2026-2027-GSEB-ENG-POLY_ME_Y3-ENG,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE01,GEN,A,Division A,40,1,2026-2027-GSEB-ENG-PRE01-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE01,GEN,B,Division B,40,1,2026-2027-GSEB-ENG-PRE01-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE01,GEN,C,Division C,40,1,2026-2027-GSEB-ENG-PRE01-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE01,GEN,D,Division D,40,1,2026-2027-GSEB-ENG-PRE01-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE01,GEN,E,Division E,40,1,2026-2027-GSEB-ENG-PRE01-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE01,GEN,F,Division F,40,1,2026-2027-GSEB-ENG-PRE01-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE02,GEN,A,Division A,40,1,2026-2027-GSEB-ENG-PRE02-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE02,GEN,B,Division B,40,1,2026-2027-GSEB-ENG-PRE02-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE02,GEN,C,Division C,40,1,2026-2027-GSEB-ENG-PRE02-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE02,GEN,D,Division D,40,1,2026-2027-GSEB-ENG-PRE02-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE02,GEN,E,Division E,40,1,2026-2027-GSEB-ENG-PRE02-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE02,GEN,F,Division F,40,1,2026-2027-GSEB-ENG-PRE02-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE03,GEN,A,Division A,40,1,2026-2027-GSEB-ENG-PRE03-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE03,GEN,B,Division B,40,1,2026-2027-GSEB-ENG-PRE03-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE03,GEN,C,Division C,40,1,2026-2027-GSEB-ENG-PRE03-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE03,GEN,D,Division D,40,1,2026-2027-GSEB-ENG-PRE03-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE03,GEN,E,Division E,40,1,2026-2027-GSEB-ENG-PRE03-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE03,GEN,F,Division F,40,1,2026-2027-GSEB-ENG-PRE03-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE04,GEN,A,Division A,40,1,2026-2027-GSEB-ENG-PRE04-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE04,GEN,B,Division B,40,1,2026-2027-GSEB-ENG-PRE04-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE04,GEN,C,Division C,40,1,2026-2027-GSEB-ENG-PRE04-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE04,GEN,D,Division D,40,1,2026-2027-GSEB-ENG-PRE04-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE04,GEN,E,Division E,40,1,2026-2027-GSEB-ENG-PRE04-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRE04,GEN,F,Division F,40,1,2026-2027-GSEB-ENG-PRE04-GEN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FIN,PRO_FIN,A,Division A,40,1,2026-2027-GSEB-ENG-PRO_CA_FIN-PRO_FIN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FIN,PRO_FIN,B,Division B,40,1,2026-2027-GSEB-ENG-PRO_CA_FIN-PRO_FIN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FIN,PRO_FIN,C,Division C,40,1,2026-2027-GSEB-ENG-PRO_CA_FIN-PRO_FIN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FIN,PRO_FIN,D,Division D,40,1,2026-2027-GSEB-ENG-PRO_CA_FIN-PRO_FIN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FIN,PRO_FIN,E,Division E,40,1,2026-2027-GSEB-ENG-PRO_CA_FIN-PRO_FIN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FIN,PRO_FIN,F,Division F,40,1,2026-2027-GSEB-ENG-PRO_CA_FIN-PRO_FIN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FND,PRO_FIN,A,Division A,40,1,2026-2027-GSEB-ENG-PRO_CA_FND-PRO_FIN,Default from active division master; edit division_codes to scope this grade.
2026-2027,GSEB,ENG,PRO_CA_FND,PRO_FIN,B,Division B,40,1,2026-2027-GSEB-ENG-PRO_CA_FND-PRO_FIN,Default from active division master; edit division_codes to scope this grade.
