cohort_code,name,idnumber,context_category_code,board_code,school_code,medium_code,grade_code,stream_code,division_code,academic_year,visible,description
DPS-ALUMNI-2028-GSEB-GUJ-STD12-ARTS-D,DPS Alumni 2028-2029 GUJ STD12 ARTS Division D,DPS-ALUMNI-2028-GSEB-GUJ-STD12-ARTS-D,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12_ARTS,GSEB,DPS,GUJ,STD12,ARTS,D,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-GUJ-STD12-ARTS-D.
DPS-ALUMNI-2028-GSEB-GUJ-STD12-ARTS-E,DPS Alumni 2028-2029 GUJ STD12 ARTS Division E,DPS-ALUMNI-2028-GSEB-GUJ-STD12-ARTS-E,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12_ARTS,GSEB,DPS,GUJ,STD12,ARTS,E,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-GUJ-STD12-ARTS-E.
DPS-ALUMNI-2028-GSEB-GUJ-STD12-ARTS-F,DPS Alumni 2028-2029 GUJ STD12 ARTS Division F,DPS-ALUMNI-2028-GSEB-GUJ-STD12-ARTS-F,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD12_ARTS,GSEB,DPS,GUJ,STD12,ARTS,F,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-GUJ-STD12-ARTS-F.
DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-A,DPS Alumni 2028-2029 ENG STD12 SCI Division A,DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-A,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_SCI,GSEB,DPS,ENG,STD12,SCI,A,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-SCI-A.
DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-B,DPS Alumni 2028-2029 ENG STD12 SCI Division B,DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-B,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_SCI,GSEB,DPS,ENG,STD12,SCI,B,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-SCI-B.
DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-C,DPS Alumni 2028-2029 ENG STD12 SCI Division C,DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-C,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_SCI,GSEB,DPS,ENG,STD12,SCI,C,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-SCI-C.
DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-D,DPS Alumni 2028-2029 ENG STD12 SCI Division D,DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-D,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_SCI,GSEB,DPS,ENG,STD12,SCI,D,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-SCI-D.
DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-E,DPS Alumni 2028-2029 ENG STD12 SCI Division E,DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-E,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_SCI,GSEB,DPS,ENG,STD12,SCI,E,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-SCI-E.
DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-F,DPS Alumni 2028-2029 ENG STD12 SCI Division F,DPS-ALUMNI-2028-GSEB-ENG-STD12-SCI-F,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_SCI,GSEB,DPS,ENG,STD12,SCI,F,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-SCI-F.
DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-A,DPS Alumni 2028-2029 ENG STD12 COM Division A,DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-A,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_COM,GSEB,DPS,ENG,STD12,COM,A,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-COM-A.
DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-B,DPS Alumni 2028-2029 ENG STD12 COM Division B,DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-B,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_COM,GSEB,DPS,ENG,STD12,COM,B,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-COM-B.
DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-C,DPS Alumni 2028-2029 ENG STD12 COM Division C,DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-C,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_COM,GSEB,DPS,ENG,STD12,COM,C,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-COM-C.
DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-D,DPS Alumni 2028-2029 ENG STD12 COM Division D,DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-D,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_COM,GSEB,DPS,ENG,STD12,COM,D,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-COM-D.
DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-E,DPS Alumni 2028-2029 ENG STD12 COM Division E,DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-E,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_COM,GSEB,DPS,ENG,STD12,COM,E,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-COM-E.
DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-F,DPS Alumni 2028-2029 ENG STD12 COM Division F,DPS-ALUMNI-2028-GSEB-ENG-STD12-COM-F,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_COM,GSEB,DPS,ENG,STD12,COM,F,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-COM-F.
DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-A,DPS Alumni 2028-2029 ENG STD12 ARTS Division A,DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-A,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_ARTS,GSEB,DPS,ENG,STD12,ARTS,A,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-ARTS-A.
DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-B,DPS Alumni 2028-2029 ENG STD12 ARTS Division B,DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-B,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_ARTS,GSEB,DPS,ENG,STD12,ARTS,B,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-ARTS-B.
DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-C,DPS Alumni 2028-2029 ENG STD12 ARTS Division C,DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-C,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_ARTS,GSEB,DPS,ENG,STD12,ARTS,C,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-ARTS-C.
DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-D,DPS Alumni 2028-2029 ENG STD12 ARTS Division D,DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-D,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_ARTS,GSEB,DPS,ENG,STD12,ARTS,D,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-ARTS-D.
DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-E,DPS Alumni 2028-2029 ENG STD12 ARTS Division E,DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-E,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_ARTS,GSEB,DPS,ENG,STD12,ARTS,E,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-ARTS-E.
DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-F,DPS Alumni 2028-2029 ENG STD12 ARTS Division F,DPS-ALUMNI-2028-GSEB-ENG-STD12-ARTS-F,DRONA_TRUST_GSEB_DPS_2027_2028_ENG_STD12_ARTS,GSEB,DPS,ENG,STD12,ARTS,F,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-ENG-STD12-ARTS-F.
DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-A,DPS Alumni 2028-2029 HIN STD12 SCI Division A,DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-A,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_SCI,GSEB,DPS,HIN,STD12,SCI,A,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-SCI-A.
DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-B,DPS Alumni 2028-2029 HIN STD12 SCI Division B,DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-B,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_SCI,GSEB,DPS,HIN,STD12,SCI,B,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-SCI-B.
DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-C,DPS Alumni 2028-2029 HIN STD12 SCI Division C,DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-C,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_SCI,GSEB,DPS,HIN,STD12,SCI,C,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-SCI-C.
DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-D,DPS Alumni 2028-2029 HIN STD12 SCI Division D,DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-D,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_SCI,GSEB,DPS,HIN,STD12,SCI,D,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-SCI-D.
DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-E,DPS Alumni 2028-2029 HIN STD12 SCI Division E,DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-E,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_SCI,GSEB,DPS,HIN,STD12,SCI,E,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-SCI-E.
DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-F,DPS Alumni 2028-2029 HIN STD12 SCI Division F,DPS-ALUMNI-2028-GSEB-HIN-STD12-SCI-F,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_SCI,GSEB,DPS,HIN,STD12,SCI,F,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-SCI-F.
DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-A,DPS Alumni 2028-2029 HIN STD12 COM Division A,DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-A,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_COM,GSEB,DPS,HIN,STD12,COM,A,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-COM-A.
DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-B,DPS Alumni 2028-2029 HIN STD12 COM Division B,DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-B,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_COM,GSEB,DPS,HIN,STD12,COM,B,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-COM-B.
DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-C,DPS Alumni 2028-2029 HIN STD12 COM Division C,DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-C,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_COM,GSEB,DPS,HIN,STD12,COM,C,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-COM-C.
DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-D,DPS Alumni 2028-2029 HIN STD12 COM Division D,DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-D,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_COM,GSEB,DPS,HIN,STD12,COM,D,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-COM-D.
DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-E,DPS Alumni 2028-2029 HIN STD12 COM Division E,DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-E,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_COM,GSEB,DPS,HIN,STD12,COM,E,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-COM-E.
DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-F,DPS Alumni 2028-2029 HIN STD12 COM Division F,DPS-ALUMNI-2028-GSEB-HIN-STD12-COM-F,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_COM,GSEB,DPS,HIN,STD12,COM,F,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-COM-F.
DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-A,DPS Alumni 2028-2029 HIN STD12 ARTS Division A,DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-A,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_ARTS,GSEB,DPS,HIN,STD12,ARTS,A,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-ARTS-A.
DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-B,DPS Alumni 2028-2029 HIN STD12 ARTS Division B,DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-B,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_ARTS,GSEB,DPS,HIN,STD12,ARTS,B,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-ARTS-B.
DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-C,DPS Alumni 2028-2029 HIN STD12 ARTS Division C,DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-C,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_ARTS,GSEB,DPS,HIN,STD12,ARTS,C,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-ARTS-C.
DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-D,DPS Alumni 2028-2029 HIN STD12 ARTS Division D,DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-D,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_ARTS,GSEB,DPS,HIN,STD12,ARTS,D,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-ARTS-D.
DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-E,DPS Alumni 2028-2029 HIN STD12 ARTS Division E,DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-E,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_ARTS,GSEB,DPS,HIN,STD12,ARTS,E,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-ARTS-E.
DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-F,DPS Alumni 2028-2029 HIN STD12 ARTS Division F,DPS-ALUMNI-2028-GSEB-HIN-STD12-ARTS-F,DRONA_TRUST_GSEB_DPS_2027_2028_HIN_STD12_ARTS,GSEB,DPS,HIN,STD12,ARTS,F,2028-2029,1,2028-2029 alumni/archive cohort generated from final-grade cohort DPS-2027-GSEB-HIN-STD12-ARTS-F.
