course_code,fullname,shortname,idnumber,category_code,board_code,school_code,medium_code,grade_code,stream_code,subject_code,subject_name,academic_year,format,numsections,visible,groupmode,groupmodeforce,summary,templatecourse,enablecompletion,showgrades,showreports,tags,course_template_code,term
DPS-GSEB-GUJ-STD02-GEN-MATH-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Mathematics - 2027-2028,DPS-GSEB-GUJ-STD02-GEN-MATH-27,DPS-GSEB-GUJ-STD02-GEN-MATH-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD02_GEN,GSEB,DPS,GUJ,STD02,GEN,MATH,Mathematics,2027-2028,topics,16,1,1,1,"Mathematics course for Standard 2 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD02,GEN,MATH",TPL_STD01_02_ACTIVITY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD02-GEN-EVS-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Environmental Studies - 2027-2028,DPS-GSEB-GUJ-STD02-GEN-EVS-27,DPS-GSEB-GUJ-STD02-GEN-EVS-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD02_GEN,GSEB,DPS,GUJ,STD02,GEN,EVS,Environmental Studies,2027-2028,topics,16,1,1,1,"Environmental Studies course for Standard 2 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD02,GEN,EVS",TPL_STD01_02_ACTIVITY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD02-GEN-ART-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Art Education - 2027-2028,DPS-GSEB-GUJ-STD02-GEN-ART-27,DPS-GSEB-GUJ-STD02-GEN-ART-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD02_GEN,GSEB,DPS,GUJ,STD02,GEN,ART,Art Education,2027-2028,topics,16,1,1,1,"Art Education course for Standard 2 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD02,GEN,ART",TPL_STD01_02_ACTIVITY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD02-GEN-PE-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Physical Education - 2027-2028,DPS-GSEB-GUJ-STD02-GEN-PE-27,DPS-GSEB-GUJ-STD02-GEN-PE-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD02_GEN,GSEB,DPS,GUJ,STD02,GEN,PE,Physical Education,2027-2028,topics,16,1,1,1,"Physical Education course for Standard 2 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD02,GEN,PE",TPL_STD01_02_ACTIVITY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD03-GEN-GUJ-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Gujarati - 2027-2028,DPS-GSEB-GUJ-STD03-GEN-GUJ-27,DPS-GSEB-GUJ-STD03-GEN-GUJ-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD03_GEN,GSEB,DPS,GUJ,STD03,GEN,GUJ,Gujarati,2027-2028,topics,16,1,1,1,"Gujarati course for Standard 3 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD03,GEN,GUJ",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD03-GEN-HIN-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Hindi - 2027-2028,DPS-GSEB-GUJ-STD03-GEN-HIN-27,DPS-GSEB-GUJ-STD03-GEN-HIN-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD03_GEN,GSEB,DPS,GUJ,STD03,GEN,HIN,Hindi,2027-2028,topics,16,1,1,1,"Hindi course for Standard 3 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD03,GEN,HIN",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD03-GEN-ENG-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - English - 2027-2028,DPS-GSEB-GUJ-STD03-GEN-ENG-27,DPS-GSEB-GUJ-STD03-GEN-ENG-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD03_GEN,GSEB,DPS,GUJ,STD03,GEN,ENG,English,2027-2028,topics,16,1,1,1,"English course for Standard 3 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD03,GEN,ENG",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD03-GEN-MATH-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Mathematics - 2027-2028,DPS-GSEB-GUJ-STD03-GEN-MATH-27,DPS-GSEB-GUJ-STD03-GEN-MATH-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD03_GEN,GSEB,DPS,GUJ,STD03,GEN,MATH,Mathematics,2027-2028,topics,16,1,1,1,"Mathematics course for Standard 3 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD03,GEN,MATH",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD03-GEN-EVS-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Environmental Studies - 2027-2028,DPS-GSEB-GUJ-STD03-GEN-EVS-27,DPS-GSEB-GUJ-STD03-GEN-EVS-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD03_GEN,GSEB,DPS,GUJ,STD03,GEN,EVS,Environmental Studies,2027-2028,topics,16,1,1,1,"Environmental Studies course for Standard 3 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD03,GEN,EVS",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD03-GEN-ART-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Art Education - 2027-2028,DPS-GSEB-GUJ-STD03-GEN-ART-27,DPS-GSEB-GUJ-STD03-GEN-ART-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD03_GEN,GSEB,DPS,GUJ,STD03,GEN,ART,Art Education,2027-2028,topics,16,1,1,1,"Art Education course for Standard 3 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD03,GEN,ART",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD03-GEN-PE-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Physical Education - 2027-2028,DPS-GSEB-GUJ-STD03-GEN-PE-27,DPS-GSEB-GUJ-STD03-GEN-PE-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD03_GEN,GSEB,DPS,GUJ,STD03,GEN,PE,Physical Education,2027-2028,topics,16,1,1,1,"Physical Education course for Standard 3 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD03,GEN,PE",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD04-GEN-GUJ-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Gujarati - 2027-2028,DPS-GSEB-GUJ-STD04-GEN-GUJ-27,DPS-GSEB-GUJ-STD04-GEN-GUJ-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD04_GEN,GSEB,DPS,GUJ,STD04,GEN,GUJ,Gujarati,2027-2028,topics,16,1,1,1,"Gujarati course for Standard 4 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD04,GEN,GUJ",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD04-GEN-HIN-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Hindi - 2027-2028,DPS-GSEB-GUJ-STD04-GEN-HIN-27,DPS-GSEB-GUJ-STD04-GEN-HIN-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD04_GEN,GSEB,DPS,GUJ,STD04,GEN,HIN,Hindi,2027-2028,topics,16,1,1,1,"Hindi course for Standard 4 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD04,GEN,HIN",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD04-GEN-ENG-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - English - 2027-2028,DPS-GSEB-GUJ-STD04-GEN-ENG-27,DPS-GSEB-GUJ-STD04-GEN-ENG-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD04_GEN,GSEB,DPS,GUJ,STD04,GEN,ENG,English,2027-2028,topics,16,1,1,1,"English course for Standard 4 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD04,GEN,ENG",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD04-GEN-MATH-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Mathematics - 2027-2028,DPS-GSEB-GUJ-STD04-GEN-MATH-27,DPS-GSEB-GUJ-STD04-GEN-MATH-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD04_GEN,GSEB,DPS,GUJ,STD04,GEN,MATH,Mathematics,2027-2028,topics,16,1,1,1,"Mathematics course for Standard 4 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD04,GEN,MATH",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD04-GEN-EVS-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Environmental Studies - 2027-2028,DPS-GSEB-GUJ-STD04-GEN-EVS-27,DPS-GSEB-GUJ-STD04-GEN-EVS-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD04_GEN,GSEB,DPS,GUJ,STD04,GEN,EVS,Environmental Studies,2027-2028,topics,16,1,1,1,"Environmental Studies course for Standard 4 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD04,GEN,EVS",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD04-GEN-ART-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Art Education - 2027-2028,DPS-GSEB-GUJ-STD04-GEN-ART-27,DPS-GSEB-GUJ-STD04-GEN-ART-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD04_GEN,GSEB,DPS,GUJ,STD04,GEN,ART,Art Education,2027-2028,topics,16,1,1,1,"Art Education course for Standard 4 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD04,GEN,ART",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD04-GEN-PE-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Physical Education - 2027-2028,DPS-GSEB-GUJ-STD04-GEN-PE-27,DPS-GSEB-GUJ-STD04-GEN-PE-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD04_GEN,GSEB,DPS,GUJ,STD04,GEN,PE,Physical Education,2027-2028,topics,16,1,1,1,"Physical Education course for Standard 4 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD04,GEN,PE",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD05-GEN-GUJ-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Gujarati - 2027-2028,DPS-GSEB-GUJ-STD05-GEN-GUJ-27,DPS-GSEB-GUJ-STD05-GEN-GUJ-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05_GEN,GSEB,DPS,GUJ,STD05,GEN,GUJ,Gujarati,2027-2028,topics,16,1,1,1,"Gujarati course for Standard 5 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD05,GEN,GUJ",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD05-GEN-HIN-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Hindi - 2027-2028,DPS-GSEB-GUJ-STD05-GEN-HIN-27,DPS-GSEB-GUJ-STD05-GEN-HIN-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05_GEN,GSEB,DPS,GUJ,STD05,GEN,HIN,Hindi,2027-2028,topics,16,1,1,1,"Hindi course for Standard 5 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD05,GEN,HIN",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD05-GEN-ENG-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - English - 2027-2028,DPS-GSEB-GUJ-STD05-GEN-ENG-27,DPS-GSEB-GUJ-STD05-GEN-ENG-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05_GEN,GSEB,DPS,GUJ,STD05,GEN,ENG,English,2027-2028,topics,16,1,1,1,"English course for Standard 5 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD05,GEN,ENG",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD05-GEN-MATH-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Mathematics - 2027-2028,DPS-GSEB-GUJ-STD05-GEN-MATH-27,DPS-GSEB-GUJ-STD05-GEN-MATH-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05_GEN,GSEB,DPS,GUJ,STD05,GEN,MATH,Mathematics,2027-2028,topics,16,1,1,1,"Mathematics course for Standard 5 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD05,GEN,MATH",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD05-GEN-EVS-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Environmental Studies - 2027-2028,DPS-GSEB-GUJ-STD05-GEN-EVS-27,DPS-GSEB-GUJ-STD05-GEN-EVS-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05_GEN,GSEB,DPS,GUJ,STD05,GEN,EVS,Environmental Studies,2027-2028,topics,16,1,1,1,"Environmental Studies course for Standard 5 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD05,GEN,EVS",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD05-GEN-ART-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Art Education - 2027-2028,DPS-GSEB-GUJ-STD05-GEN-ART-27,DPS-GSEB-GUJ-STD05-GEN-ART-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05_GEN,GSEB,DPS,GUJ,STD05,GEN,ART,Art Education,2027-2028,topics,16,1,1,1,"Art Education course for Standard 5 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD05,GEN,ART",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
DPS-GSEB-GUJ-STD05-GEN-PE-2027,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - Physical Education - 2027-2028,DPS-GSEB-GUJ-STD05-GEN-PE-27,DPS-GSEB-GUJ-STD05-GEN-PE-2027,DRONA_TRUST_GSEB_DPS_2027_2028_GUJ_STD05_GEN,GSEB,DPS,GUJ,STD05,GEN,PE,Physical Education,2027-2028,topics,16,1,1,1,"Physical Education course for Standard 5 GEN Gujarati Medium in 2027-2028. Includes 10 chapter structure, term exams, final exam, completion rules and default certification.",MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,1,1,1,"DPS,GSEB,2027-2028,GUJ,STD05,GEN,PE",TPL_STD03_05_PRIMARY,Academic Year 2027-2028
