student_username,transport_required,bus_route,pickup_point
dps.stu.00142,0,,
dps.stu.00143,0,,
dps.stu.00144,0,,
dps.stu.00145,0,,
dps.stu.00146,0,,
dps.stu.00147,0,,
dps.stu.00148,0,,
dps.stu.00149,0,,
dps.stu.00150,0,,
dps.stu.00151,0,,
dps.stu.00152,0,,
dps.stu.00153,0,,
dps.stu.00154,0,,
dps.stu.00155,0,,
dps.stu.00156,0,,
dps.stu.00157,0,,
dps.stu.00158,0,,
dps.stu.00159,0,,
dps.stu.00160,0,,
dps.stu.00161,0,,
dps.stu.00162,0,,
dps.stu.00163,0,,
dps.stu.00164,0,,
dps.stu.00165,0,,
dps.stu.00166,0,,
dps.stu.00167,0,,
dps.stu.00168,0,,
dps.stu.00169,0,,
dps.stu.00170,0,,
dps.stu.00171,0,,
dps.stu.00172,0,,
dps.stu.00173,0,,
dps.stu.00174,0,,
dps.stu.00175,0,,
dps.stu.00176,0,,
dps.stu.00177,0,,
dps.stu.00178,0,,
dps.stu.00179,0,,
dps.stu.00180,0,,
dps.stu.00181,0,,
dps.stu.00182,0,,
dps.stu.00183,0,,
dps.stu.00184,0,,
dps.stu.00185,0,,
dps.stu.00186,0,,
dps.stu.00187,0,,
dps.stu.00188,0,,
dps.stu.00189,0,,
dps.stu.00190,0,,
dps.stu.00191,0,,
dps.stu.00192,0,,
dps.stu.00193,0,,
dps.stu.00194,0,,
dps.stu.00195,0,,
dps.stu.00196,0,,
dps.stu.00197,0,,
dps.stu.00198,0,,
dps.stu.00199,0,,
dps.stu.00200,0,,
dps.stu.00201,0,,
dps.stu.00202,0,,
dps.stu.00203,0,,
dps.stu.00204,0,,
dps.stu.00205,0,,
dps.stu.00206,0,,
dps.stu.00207,0,,
dps.stu.00208,0,,
dps.stu.00209,0,,
dps.stu.00210,0,,
dps.stu.00211,0,,
dps.stu.00212,0,,
dps.stu.00213,0,,
dps.stu.00214,0,,
dps.stu.00215,0,,
dps.stu.00216,0,,
dps.stu.00217,0,,
dps.stu.00218,0,,
dps.stu.00219,0,,
dps.stu.00220,0,,
dps.stu.00221,0,,
dps.stu.00222,0,,
dps.stu.00223,0,,
dps.stu.00224,0,,
dps.stu.00225,0,,
dps.stu.00226,0,,
dps.stu.00227,0,,
dps.stu.00228,0,,
dps.stu.00229,0,,
dps.stu.00230,0,,
dps.stu.00231,0,,
dps.stu.00232,0,,
dps.stu.00233,0,,
dps.stu.00234,0,,
dps.stu.00235,0,,
dps.stu.00236,0,,
dps.stu.00237,0,,
dps.stu.00238,0,,
dps.stu.00239,0,,
dps.stu.00240,0,,
dps.stu.00241,0,,
dps.stu.00242,0,,
dps.stu.00243,0,,
dps.stu.00244,0,,
dps.stu.00245,0,,
dps.stu.00246,0,,
dps.stu.00247,0,,
dps.stu.00248,0,,
dps.stu.00249,0,,
dps.stu.00250,0,,
dps.stu.00251,0,,
dps.stu.00252,0,,
dps.stu.00253,0,,
dps.stu.00254,0,,
dps.stu.00255,0,,
dps.stu.00256,0,,
dps.stu.00257,0,,
dps.stu.00258,0,,
dps.stu.00259,0,,
dps.stu.00260,0,,
dps.stu.00261,0,,
dps.stu.00262,0,,
dps.stu.00263,0,,
dps.stu.00264,0,,
dps.stu.00265,0,,
dps.stu.00266,0,,
dps.stu.00267,0,,
dps.stu.00268,0,,
dps.stu.00269,0,,
dps.stu.00270,0,,
dps.stu.00271,0,,
dps.stu.00272,0,,
dps.stu.00273,0,,
dps.stu.00274,0,,
dps.stu.00275,0,,
dps.stu.00276,0,,
dps.stu.00277,0,,
dps.stu.00278,0,,
dps.stu.00279,0,,
dps.stu.00280,0,,
dps.stu.00281,0,,
dps.stu.00282,0,,
dps.stu.00283,0,,
dps.stu.00284,0,,
dps.stu.00285,0,,
dps.stu.00286,0,,
dps.stu.00287,0,,
dps.stu.00288,0,,
dps.stu.00289,0,,
dps.stu.00290,0,,
dps.stu.00291,0,,
dps.stu.00292,0,,
dps.stu.00293,0,,
dps.stu.00294,0,,
dps.stu.00295,0,,
dps.stu.00296,0,,
dps.stu.00297,0,,
dps.stu.00298,0,,
dps.stu.00299,0,,
dps.stu.00300,0,,
dps.stu.00301,0,,
dps.stu.00302,0,,
dps.stu.00303,0,,
dps.stu.00304,0,,
dps.stu.00305,0,,
dps.stu.00306,0,,
dps.stu.00307,0,,
dps.stu.00308,0,,
dps.stu.00309,0,,
dps.stu.00310,0,,
dps.stu.00311,0,,
dps.stu.00312,0,,
dps.stu.00313,0,,
dps.stu.00314,0,,
dps.stu.00315,0,,
dps.stu.00316,0,,
dps.stu.00317,0,,
dps.stu.00318,0,,
dps.stu.00319,0,,
dps.stu.00320,0,,
dps.stu.00321,0,,
dps.stu.00322,0,,
dps.stu.00323,0,,
dps.stu.00324,0,,
dps.stu.00325,0,,
dps.stu.00326,0,,
dps.stu.00327,0,,
dps.stu.00328,0,,
dps.stu.00329,0,,
dps.stu.00330,0,,
dps.stu.00331,0,,
dps.stu.00332,0,,
dps.stu.00333,0,,
dps.stu.00334,0,,
dps.stu.00335,0,,
dps.stu.00336,0,,
dps.stu.00337,0,,
dps.stu.00338,0,,
dps.stu.00339,0,,
dps.stu.00340,0,,
dps.stu.00341,0,,
dps.stu.00342,0,,
dps.stu.00343,0,,
dps.stu.00344,0,,
dps.stu.00345,0,,
dps.stu.00346,0,,
dps.stu.00347,0,,
dps.stu.00348,0,,
dps.stu.00349,0,,
dps.stu.00350,0,,
dps.stu.00351,0,,
dps.stu.00352,0,,
dps.stu.00353,0,,
dps.stu.00354,0,,
dps.stu.00355,0,,
dps.stu.00356,0,,
dps.stu.00357,0,,
dps.stu.00358,0,,
dps.stu.00359,0,,
dps.stu.00360,0,,
dps.stu.00361,0,,
dps.stu.00362,0,,
dps.stu.00363,0,,
dps.stu.00364,0,,
dps.stu.00365,0,,
dps.stu.00366,0,,
dps.stu.00367,0,,
dps.stu.00368,0,,
dps.stu.00369,0,,
dps.stu.00370,0,,
dps.stu.00371,0,,
dps.stu.00372,0,,
dps.stu.00373,0,,
dps.stu.00374,0,,
dps.stu.00375,0,,
dps.stu.00376,0,,
dps.stu.00377,0,,
dps.stu.00378,0,,
dps.stu.00379,0,,
dps.stu.00380,0,,
dps.stu.00381,0,,
dps.stu.00382,0,,
dps.stu.00383,0,,
dps.stu.00384,0,,
dps.stu.00385,0,,
dps.stu.00386,0,,
dps.stu.00387,0,,
dps.stu.00388,0,,
dps.stu.00389,0,,
dps.stu.00390,0,,
dps.stu.00391,0,,
dps.stu.00392,0,,
dps.stu.00393,0,,
dps.stu.00394,0,,
dps.stu.00395,0,,
dps.stu.00396,0,,
dps.stu.00397,0,,
dps.stu.00398,0,,
dps.stu.00399,0,,
dps.stu.00400,0,,
dps.stu.00401,0,,
dps.stu.00402,0,,
dps.stu.00403,0,,
dps.stu.00404,0,,
dps.stu.00405,0,,
dps.stu.00406,0,,
dps.stu.00407,0,,
dps.stu.00408,0,,
dps.stu.00409,0,,
dps.stu.00410,0,,
dps.stu.00411,0,,
dps.stu.00412,0,,
dps.stu.00413,0,,
dps.stu.00414,0,,
dps.stu.00415,0,,
dps.stu.00416,0,,
dps.stu.00417,0,,
dps.stu.00418,0,,
dps.stu.00419,0,,
dps.stu.00420,0,,
dps.stu.00421,0,,
dps.stu.00422,0,,
dps.stu.00423,0,,
dps.stu.00424,0,,
dps.stu.00425,0,,
dps.stu.00426,0,,
dps.stu.00427,0,,
dps.stu.00428,0,,
dps.stu.00429,0,,
dps.stu.00430,0,,
dps.stu.00431,0,,
dps.stu.00432,0,,
dps.stu.00433,0,,
dps.stu.00434,0,,
dps.stu.00435,0,,
dps.stu.00436,0,,
dps.stu.00437,0,,
dps.stu.00438,0,,
dps.stu.00439,0,,
dps.stu.00440,0,,
dps.stu.00441,0,,
dps.stu.00442,0,,
dps.stu.00443,0,,
dps.stu.00444,0,,
dps.stu.00445,0,,
dps.stu.00446,0,,
dps.stu.00447,0,,
dps.stu.00448,0,,
dps.stu.00449,0,,
dps.stu.00450,0,,
dps.stu.00451,0,,
dps.stu.00452,0,,
dps.stu.00453,0,,
dps.stu.00454,0,,
dps.stu.00455,0,,
dps.stu.00456,0,,
dps.stu.00457,0,,
dps.stu.00458,0,,
dps.stu.00459,0,,
dps.stu.00460,0,,
dps.stu.00461,0,,
dps.stu.00462,0,,
dps.stu.00463,0,,
dps.stu.00464,0,,
dps.stu.00465,0,,
dps.stu.00466,0,,
dps.stu.00467,0,,
dps.stu.00468,0,,
dps.stu.00469,0,,
dps.stu.00470,0,,
dps.stu.00471,0,,
dps.stu.00472,0,,
dps.stu.00473,0,,
dps.stu.00474,0,,
dps.stu.00475,0,,
dps.stu.00476,0,,
dps.stu.00477,0,,
dps.stu.00478,0,,
dps.stu.00479,0,,
dps.stu.00480,0,,
dps.stu.00481,0,,
dps.stu.00482,0,,
dps.stu.00483,0,,
dps.stu.00484,0,,
dps.stu.00485,0,,
dps.stu.00486,0,,
dps.stu.00487,0,,
dps.stu.00488,0,,
dps.stu.00489,0,,
dps.stu.00490,0,,
dps.stu.00491,0,,
dps.stu.00492,0,,
dps.stu.00493,0,,
dps.stu.00494,0,,
dps.stu.00495,0,,
dps.stu.00496,0,,
dps.stu.00497,0,,
dps.stu.00498,0,,
dps.stu.00499,0,,
dps.stu.00500,0,,
dps.stu.00501,0,,
dps.stu.00502,0,,
dps.stu.00503,0,,
dps.stu.00504,0,,
dps.stu.00505,0,,
dps.stu.00506,0,,
dps.stu.00507,0,,
dps.stu.00508,0,,
dps.stu.00509,0,,
dps.stu.00510,0,,
dps.stu.00511,0,,
dps.stu.00512,0,,
dps.stu.00513,0,,
dps.stu.00514,0,,
dps.stu.00515,0,,
dps.stu.00516,0,,
dps.stu.00517,0,,
dps.stu.00518,0,,
dps.stu.00519,0,,
dps.stu.00520,0,,
dps.stu.00521,0,,
dps.stu.00522,0,,
dps.stu.00523,0,,
dps.stu.00524,0,,
dps.stu.00525,0,,
dps.stu.00526,0,,
dps.stu.00527,0,,
dps.stu.00528,0,,
dps.stu.00529,0,,
dps.stu.00530,0,,
dps.stu.00531,0,,
dps.stu.00532,0,,
dps.stu.00533,0,,
dps.stu.00534,0,,
dps.stu.00535,0,,
dps.stu.00536,0,,
dps.stu.00537,0,,
dps.stu.00538,0,,
dps.stu.00539,0,,
dps.stu.00540,0,,
dps.stu.00541,0,,
dps.stu.00542,0,,
dps.stu.00543,0,,
dps.stu.00544,0,,
dps.stu.00545,0,,
dps.stu.00546,0,,
dps.stu.00547,0,,
dps.stu.00548,0,,
dps.stu.00549,0,,
dps.stu.00550,0,,
dps.stu.00551,0,,
dps.stu.00552,0,,
dps.stu.00553,0,,
dps.stu.00554,0,,
dps.stu.00555,0,,
dps.stu.00556,0,,
dps.stu.00557,0,,
dps.stu.00558,0,,
dps.stu.00559,0,,
dps.stu.00560,0,,
dps.stu.00561,0,,
dps.stu.00562,0,,
dps.stu.00563,0,,
dps.stu.00564,0,,
dps.stu.00565,0,,
dps.stu.00566,0,,
dps.stu.00567,0,,
dps.stu.00568,0,,
dps.stu.00569,0,,
dps.stu.00570,0,,
dps.stu.00571,0,,
dps.stu.00572,0,,
dps.stu.00573,0,,
dps.stu.00574,0,,
dps.stu.00575,0,,
dps.stu.00576,0,,
dps.stu.00577,0,,
dps.stu.00578,0,,
dps.stu.00579,0,,
dps.stu.00580,0,,
dps.stu.00581,0,,
dps.stu.00582,0,,
dps.stu.00583,0,,
dps.stu.00584,0,,
dps.stu.00585,0,,
dps.stu.00586,0,,
dps.stu.00587,0,,
dps.stu.00588,0,,
dps.stu.00589,0,,
dps.stu.00590,0,,
dps.stu.00591,0,,
dps.stu.00592,0,,
dps.stu.00593,0,,
dps.stu.00594,0,,
dps.stu.00595,0,,
dps.stu.00596,0,,
dps.stu.00597,0,,
dps.stu.00598,0,,
dps.stu.00599,0,,
dps.stu.00600,0,,
dps.stu.00601,0,,
dps.stu.00602,0,,
dps.stu.00603,0,,
dps.stu.00604,0,,
dps.stu.00605,0,,
dps.stu.00606,0,,
dps.stu.00607,0,,
dps.stu.00608,0,,
dps.stu.00609,0,,
dps.stu.00610,0,,
dps.stu.00611,0,,
dps.stu.00612,0,,
dps.stu.00613,0,,
dps.stu.00614,0,,
dps.stu.00615,0,,
dps.stu.00616,0,,
dps.stu.00617,0,,
dps.stu.00618,0,,
dps.stu.00619,0,,
dps.stu.00620,0,,
dps.stu.00621,0,,
dps.stu.00622,0,,
dps.stu.00623,0,,
dps.stu.00624,0,,
dps.stu.00625,0,,
dps.stu.00626,0,,
dps.stu.00627,0,,
dps.stu.00628,0,,
dps.stu.00629,0,,
dps.stu.00630,0,,
dps.stu.00631,0,,
dps.stu.00632,0,,
dps.stu.00633,0,,
dps.stu.00634,0,,
dps.stu.00635,0,,
dps.stu.00636,0,,
dps.stu.00637,0,,
dps.stu.00638,0,,
dps.stu.00639,0,,
dps.stu.00640,0,,
dps.stu.00641,0,,
dps.stu.00642,0,,
dps.stu.00643,0,,
dps.stu.00644,0,,
dps.stu.00645,0,,
dps.stu.00646,0,,
dps.stu.00647,0,,
dps.stu.00648,0,,
dps.stu.00649,0,,
dps.stu.00650,0,,
dps.stu.00651,0,,
dps.stu.00652,0,,
dps.stu.00653,0,,
dps.stu.00654,0,,
dps.stu.00655,0,,
dps.stu.00656,0,,
dps.stu.00657,0,,
dps.stu.00658,0,,
dps.stu.00659,0,,
dps.stu.00660,0,,
dps.stu.00661,0,,
dps.stu.00662,0,,
dps.stu.00663,0,,
dps.stu.00664,0,,
dps.stu.00665,0,,
dps.stu.00666,0,,
dps.stu.00667,0,,
dps.stu.00668,0,,
dps.stu.00669,0,,
dps.stu.00670,0,,
dps.stu.00671,0,,
dps.stu.00672,0,,
dps.stu.00673,0,,
dps.stu.00674,0,,
dps.stu.00675,0,,
dps.stu.00676,0,,
dps.stu.00677,0,,
dps.stu.00678,0,,
dps.stu.00679,0,,
dps.stu.00680,0,,
dps.stu.00681,0,,
dps.stu.00682,0,,
dps.stu.00683,0,,
dps.stu.00684,0,,
dps.stu.00685,0,,
dps.stu.00686,0,,
dps.stu.00687,0,,
dps.stu.00688,0,,
dps.stu.00689,0,,
dps.stu.00690,0,,
dps.stu.00691,0,,
dps.stu.00692,0,,
dps.stu.00693,0,,
dps.stu.00694,0,,
dps.stu.00695,0,,
dps.stu.00696,0,,
dps.stu.00697,0,,
dps.stu.00698,0,,
dps.stu.00699,0,,
dps.stu.00700,0,,
dps.stu.00701,0,,
dps.stu.00702,0,,
dps.stu.00703,0,,
dps.stu.00704,0,,
dps.stu.00705,0,,
dps.stu.00706,0,,
dps.stu.00707,0,,
dps.stu.00708,0,,
dps.stu.00709,0,,
dps.stu.00710,0,,
dps.stu.00711,0,,
dps.stu.00712,0,,
dps.stu.00713,0,,
dps.stu.00714,0,,
dps.stu.00715,0,,
dps.stu.00716,0,,
dps.stu.00717,0,,
dps.stu.00718,0,,
dps.stu.00719,0,,
dps.stu.00720,0,,
dps.stu.00721,0,,
dps.stu.00722,0,,
dps.stu.00723,0,,
dps.stu.00724,0,,
dps.stu.00725,0,,
dps.stu.00726,0,,
dps.stu.00727,0,,
dps.stu.00728,0,,
dps.stu.00729,0,,
dps.stu.00730,0,,
dps.stu.00731,0,,
dps.stu.00732,0,,
dps.stu.00733,0,,
dps.stu.00734,0,,
dps.stu.00735,0,,
dps.stu.00736,0,,
dps.stu.00737,0,,
dps.stu.00738,0,,
dps.stu.00739,0,,
dps.stu.00740,0,,
dps.stu.00741,0,,
dps.stu.00742,0,,
dps.stu.00743,0,,
dps.stu.00744,0,,
dps.stu.00745,0,,
dps.stu.00746,0,,
dps.stu.00747,0,,
dps.stu.00748,0,,
dps.stu.00749,0,,
dps.stu.00750,0,,
dps.stu.00751,0,,
dps.stu.00752,0,,
dps.stu.00753,0,,
dps.stu.00754,0,,
dps.stu.00755,0,,
dps.stu.00756,0,,
dps.stu.00757,0,,
dps.stu.00758,0,,
dps.stu.00759,0,,
dps.stu.00760,0,,
dps.stu.00761,0,,
dps.stu.00762,0,,
dps.stu.00763,0,,
dps.stu.00764,0,,
dps.stu.00765,0,,
dps.stu.00766,0,,
dps.stu.00767,0,,
dps.stu.00768,0,,
dps.stu.00769,0,,
dps.stu.00770,0,,
dps.stu.00771,0,,
dps.stu.00772,0,,
dps.stu.00773,0,,
dps.stu.00774,0,,
dps.stu.00775,0,,
dps.stu.00776,0,,
dps.stu.00777,0,,
dps.stu.00778,0,,
dps.stu.00779,0,,
dps.stu.00780,0,,
dps.stu.00781,0,,
dps.stu.00782,0,,
dps.stu.00783,0,,
dps.stu.00784,0,,
dps.stu.00785,0,,
dps.stu.00786,0,,
dps.stu.00787,0,,
dps.stu.00788,0,,
dps.stu.00789,0,,
dps.stu.00790,0,,
dps.stu.00791,0,,
dps.stu.00792,0,,
dps.stu.00793,0,,
dps.stu.00794,0,,
dps.stu.00795,0,,
dps.stu.00796,0,,
dps.stu.00797,0,,
dps.stu.00798,0,,
dps.stu.00799,0,,
dps.stu.00800,0,,
dps.stu.00801,0,,
dps.stu.00802,0,,
dps.stu.00803,0,,
dps.stu.00804,0,,
dps.stu.00805,0,,
dps.stu.00806,0,,
dps.stu.00807,0,,
dps.stu.00808,0,,
dps.stu.00809,0,,
dps.stu.00810,0,,
dps.stu.00811,0,,
dps.stu.00812,0,,
dps.stu.00813,0,,
dps.stu.00814,0,,
dps.stu.00815,0,,
dps.stu.00816,0,,
dps.stu.00817,0,,
dps.stu.00818,0,,
dps.stu.00819,0,,
dps.stu.00820,0,,
dps.stu.00821,0,,
dps.stu.00822,0,,
dps.stu.00823,0,,
dps.stu.00824,0,,
dps.stu.00825,0,,
dps.stu.00826,0,,
dps.stu.00827,0,,
dps.stu.00828,0,,
dps.stu.00829,0,,
dps.stu.00830,0,,
dps.stu.00831,0,,
dps.stu.00832,0,,
dps.stu.00833,0,,
dps.stu.00834,0,,
dps.stu.00835,0,,
dps.stu.00836,0,,
dps.stu.00837,0,,
dps.stu.00838,0,,
dps.stu.00839,0,,
dps.stu.00840,0,,
dps.stu.00841,0,,
dps.stu.00842,0,,
dps.stu.00843,0,,
dps.stu.00844,0,,
dps.stu.00845,0,,
dps.stu.00846,0,,
dps.stu.00847,0,,
dps.stu.00848,0,,
dps.stu.00849,0,,
dps.stu.00850,0,,
dps.stu.00851,0,,
dps.stu.00852,0,,
dps.stu.00853,0,,
dps.stu.00854,0,,
dps.stu.00855,0,,
dps.stu.00856,0,,
dps.stu.00857,0,,
dps.stu.00858,0,,
dps.stu.00859,0,,
dps.stu.00860,0,,
dps.stu.00861,0,,
dps.stu.00862,0,,
dps.stu.00863,0,,
dps.stu.00864,0,,
dps.stu.00865,0,,
dps.stu.00866,0,,
dps.stu.00867,0,,
dps.stu.00868,0,,
dps.stu.00869,0,,
dps.stu.00870,0,,
dps.stu.00871,0,,
dps.stu.00872,0,,
dps.stu.00873,0,,
dps.stu.00874,0,,
dps.stu.00875,0,,
dps.stu.00876,0,,
dps.stu.00877,0,,
dps.stu.00878,0,,
dps.stu.00879,0,,
dps.stu.00880,0,,
dps.stu.00881,0,,
dps.stu.00882,0,,
dps.stu.00883,0,,
dps.stu.00884,0,,
dps.stu.00885,0,,
dps.stu.00886,0,,
dps.stu.00887,0,,
dps.stu.00888,0,,
dps.stu.00889,0,,
dps.stu.00890,0,,
dps.stu.00891,0,,
dps.stu.00892,0,,
dps.stu.00893,0,,
dps.stu.00894,0,,
dps.stu.00895,0,,
dps.stu.00896,0,,
dps.stu.00897,0,,
dps.stu.00898,0,,
dps.stu.00899,0,,
dps.stu.00900,0,,
dps.stu.00901,0,,
dps.stu.00902,0,,
dps.stu.00903,0,,
dps.stu.00904,0,,
dps.stu.00905,0,,
dps.stu.00906,0,,
dps.stu.00907,0,,
dps.stu.00908,0,,
dps.stu.00909,0,,
dps.stu.00910,0,,
dps.stu.00911,0,,
dps.stu.00912,0,,
dps.stu.00913,0,,
dps.stu.00914,0,,
dps.stu.00915,0,,
dps.stu.00916,0,,
dps.stu.00917,0,,
dps.stu.00918,0,,
dps.stu.00919,0,,
dps.stu.00920,0,,
dps.stu.00921,0,,
dps.stu.00922,0,,
dps.stu.00923,0,,
dps.stu.00924,0,,
dps.stu.00925,0,,
dps.stu.00926,0,,
dps.stu.00927,0,,
dps.stu.00928,0,,
dps.stu.00929,0,,
dps.stu.00930,0,,
dps.stu.00931,0,,
dps.stu.00932,0,,
dps.stu.00933,0,,
dps.stu.00934,0,,
dps.stu.00935,0,,
dps.stu.00936,0,,
dps.stu.00937,0,,
dps.stu.00938,0,,
dps.stu.00939,0,,
dps.stu.00940,0,,
dps.stu.00941,0,,
dps.stu.00942,0,,
dps.stu.00943,0,,
dps.stu.00944,0,,
dps.stu.00945,0,,
dps.stu.00946,0,,
dps.stu.00947,0,,
dps.stu.00948,0,,
dps.stu.00949,0,,
dps.stu.00950,0,,
dps.stu.00951,0,,
dps.stu.00952,0,,
dps.stu.00953,0,,
dps.stu.00954,0,,
dps.stu.00955,0,,
dps.stu.00956,0,,
dps.stu.00957,0,,
dps.stu.00958,0,,
dps.stu.00959,0,,
dps.stu.00960,0,,
dps.stu.00961,0,,
dps.stu.00962,0,,
dps.stu.00963,0,,
dps.stu.00964,0,,
dps.stu.00965,0,,
dps.stu.00966,0,,
dps.stu.00967,0,,
dps.stu.00968,0,,
dps.stu.00969,0,,
dps.stu.00970,0,,
dps.stu.00971,0,,
dps.stu.00972,0,,
dps.stu.00973,0,,
dps.stu.00974,0,,
dps.stu.00975,0,,
dps.stu.00976,0,,
dps.stu.00977,0,,
dps.stu.00978,0,,
dps.stu.00979,0,,
dps.stu.00980,0,,
dps.stu.00981,0,,
dps.stu.00982,0,,
dps.stu.00983,0,,
dps.stu.00984,0,,
dps.stu.00985,0,,
dps.stu.00986,0,,
dps.stu.00987,0,,
dps.stu.00988,0,,
dps.stu.00989,0,,
dps.stu.00990,0,,
dps.stu.00991,0,,
dps.stu.00992,0,,
dps.stu.00993,0,,
dps.stu.00994,0,,
dps.stu.00995,0,,
dps.stu.00996,0,,
dps.stu.00997,0,,
dps.stu.00998,0,,
dps.stu.00999,0,,
dps.stu.01000,0,,
dps.stu.01001,0,,
dps.stu.01002,0,,
dps.stu.01003,0,,
dps.stu.01004,0,,
dps.stu.01005,0,,
dps.stu.01006,0,,
dps.stu.01007,0,,
dps.stu.01008,0,,
dps.stu.01009,0,,
dps.stu.01010,0,,
dps.stu.01011,0,,
dps.stu.01012,0,,
dps.stu.01013,0,,
dps.stu.01014,0,,
dps.stu.01015,0,,
dps.stu.01016,0,,
dps.stu.01017,0,,
dps.stu.01018,0,,
dps.stu.01019,0,,
dps.stu.01020,0,,
dps.stu.01021,0,,
dps.stu.01022,0,,
dps.stu.01023,0,,
dps.stu.01024,0,,
dps.stu.01025,0,,
dps.stu.01026,0,,
dps.stu.01027,0,,
dps.stu.01028,0,,
dps.stu.01029,0,,
dps.stu.01030,0,,
dps.stu.01031,0,,
dps.stu.01032,0,,
dps.stu.01033,0,,
dps.stu.01034,0,,
dps.stu.01035,0,,
dps.stu.01036,0,,
dps.stu.01037,0,,
dps.stu.01038,0,,
dps.stu.01039,0,,
dps.stu.01040,0,,
dps.stu.01041,0,,
dps.stu.01042,0,,
dps.stu.01043,0,,
dps.stu.01044,0,,
dps.stu.01045,0,,
dps.stu.01046,0,,
dps.stu.01047,0,,
dps.stu.01048,0,,
dps.stu.01049,0,,
dps.stu.01050,0,,
dps.stu.01051,0,,
dps.stu.01052,0,,
dps.stu.01053,0,,
dps.stu.01054,0,,
dps.stu.01055,0,,
dps.stu.01056,0,,
dps.stu.01057,0,,
dps.stu.01058,0,,
dps.stu.01059,0,,
dps.stu.01060,0,,
dps.stu.01061,0,,
dps.stu.01062,0,,
dps.stu.01063,0,,
dps.stu.01064,0,,
dps.stu.01065,0,,
dps.stu.01066,0,,
dps.stu.01067,0,,
dps.stu.01068,0,,
dps.stu.01069,0,,
dps.stu.01070,0,,
dps.stu.01071,0,,
dps.stu.01072,0,,
dps.stu.01073,0,,
