course_shortname,course_code,course_fullname,template_code,templatecourse_shortname,academic_year,term,grade_code,grade_band,subject_code,stream_code,visible_after_creation,enablecompletion,apply_sections,apply_gradebook,apply_completion_defaults,certificate_policy_code,notes
DPS-GSEB-GUJ-PRE04-GEN-HIN-26,DPS-GSEB-GUJ-PRE04-GEN-HIN-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - UKG (Upper Kindergarten) - GEN - Hindi - 2026-2027,TPL_STANDARD_FALLBACK,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,PRE04,ALL,HIN,GEN,1,1,1,1,1,STANDARD_COURSE_COMPLETION_CERT,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-PRE04-GEN-ART-26,DPS-GSEB-GUJ-PRE04-GEN-ART-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - UKG (Upper Kindergarten) - GEN - Art & Craft - 2026-2027,TPL_STANDARD_FALLBACK,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,PRE04,ALL,ART,GEN,1,1,1,1,1,STANDARD_COURSE_COMPLETION_CERT,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-ENG-26,DPS-GSEB-GUJ-STD01-GEN-ENG-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - English - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,ENG,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-HIN-26,DPS-GSEB-GUJ-STD01-GEN-HIN-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Hindi - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,HIN,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-REG_LANG-26,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Regional Language - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,REG_LANG,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-MATH-26,DPS-GSEB-GUJ-STD01-GEN-MATH-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Mathematics - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,MATH,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-SCI-26,DPS-GSEB-GUJ-STD01-GEN-SCI-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Science - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,SCI,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-SST-26,DPS-GSEB-GUJ-STD01-GEN-SST-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Social Studies - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,SST,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-EVS-26,DPS-GSEB-GUJ-STD01-GEN-EVS-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Environmental Studies - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,EVS,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-COMP-26,DPS-GSEB-GUJ-STD01-GEN-COMP-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Computer Science - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,COMP,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-ART-26,DPS-GSEB-GUJ-STD01-GEN-ART-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Art & Craft - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,ART,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD01-GEN-PE-26,DPS-GSEB-GUJ-STD01-GEN-PE-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 1 - GEN - Physical Education - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD01,G1-G2,PE,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-ENG-26,DPS-GSEB-GUJ-STD02-GEN-ENG-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - English - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,ENG,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-HIN-26,DPS-GSEB-GUJ-STD02-GEN-HIN-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Hindi - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,HIN,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-REG_LANG-26,DPS-GSEB-GUJ-STD02-GEN-REG_LANG-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Regional Language - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,REG_LANG,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-MATH-26,DPS-GSEB-GUJ-STD02-GEN-MATH-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Mathematics - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,MATH,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-SCI-26,DPS-GSEB-GUJ-STD02-GEN-SCI-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Science - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,SCI,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-SST-26,DPS-GSEB-GUJ-STD02-GEN-SST-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Social Studies - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,SST,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-EVS-26,DPS-GSEB-GUJ-STD02-GEN-EVS-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Environmental Studies - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,EVS,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-COMP-26,DPS-GSEB-GUJ-STD02-GEN-COMP-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Computer Science - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,COMP,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-ART-26,DPS-GSEB-GUJ-STD02-GEN-ART-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Art & Craft - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,ART,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD02-GEN-PE-26,DPS-GSEB-GUJ-STD02-GEN-PE-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 2 - GEN - Physical Education - 2026-2027,TPL_STD01_02_ACTIVITY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD02,G1-G2,PE,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-ENG-26,DPS-GSEB-GUJ-STD03-GEN-ENG-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - English - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,ENG,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-HIN-26,DPS-GSEB-GUJ-STD03-GEN-HIN-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Hindi - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,HIN,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-REG_LANG-26,DPS-GSEB-GUJ-STD03-GEN-REG_LANG-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Regional Language - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,REG_LANG,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-MATH-26,DPS-GSEB-GUJ-STD03-GEN-MATH-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Mathematics - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,MATH,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-SCI-26,DPS-GSEB-GUJ-STD03-GEN-SCI-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Science - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,SCI,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-SST-26,DPS-GSEB-GUJ-STD03-GEN-SST-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Social Studies - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,SST,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-EVS-26,DPS-GSEB-GUJ-STD03-GEN-EVS-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Environmental Studies - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,EVS,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-COMP-26,DPS-GSEB-GUJ-STD03-GEN-COMP-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Computer Science - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,COMP,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-ART-26,DPS-GSEB-GUJ-STD03-GEN-ART-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Art & Craft - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,ART,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD03-GEN-PE-26,DPS-GSEB-GUJ-STD03-GEN-PE-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 3 - GEN - Physical Education - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD03,G3-G5,PE,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-ENG-26,DPS-GSEB-GUJ-STD04-GEN-ENG-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - English - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,ENG,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-HIN-26,DPS-GSEB-GUJ-STD04-GEN-HIN-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Hindi - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,HIN,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-REG_LANG-26,DPS-GSEB-GUJ-STD04-GEN-REG_LANG-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Regional Language - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,REG_LANG,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-MATH-26,DPS-GSEB-GUJ-STD04-GEN-MATH-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Mathematics - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,MATH,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-SCI-26,DPS-GSEB-GUJ-STD04-GEN-SCI-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Science - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,SCI,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-SST-26,DPS-GSEB-GUJ-STD04-GEN-SST-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Social Studies - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,SST,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-EVS-26,DPS-GSEB-GUJ-STD04-GEN-EVS-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Environmental Studies - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,EVS,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-COMP-26,DPS-GSEB-GUJ-STD04-GEN-COMP-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Computer Science - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,COMP,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-ART-26,DPS-GSEB-GUJ-STD04-GEN-ART-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Art & Craft - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,ART,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD04-GEN-PE-26,DPS-GSEB-GUJ-STD04-GEN-PE-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 4 - GEN - Physical Education - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD04,G3-G5,PE,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
DPS-GSEB-GUJ-STD05-GEN-ENG-26,DPS-GSEB-GUJ-STD05-GEN-ENG-2026,Drona Public School - Gujarat Board Education - Gujarati Medium - Standard 5 - GEN - English - 2026-2027,TPL_STD03_05_PRIMARY,MASTER-ALL-GRADES-ALL-SUBJECTS-STD-TEMPLATE,2026-2027,Academic Year 2026-2027,STD05,G3-G5,ENG,GEN,1,1,1,1,1,PRIMARY_COURSE_COMPLETION_BADGE,Certification enabled by default. Visible by default for demo and student dashboard access.
