academic_year,grade_code,stream_code,subject_code,course_code,classwork_weight,assignment_weight,chapter_gate_weight,term_exam_weight,final_exam_weight,passing_percent
2026-2027,STD01,GEN,COMP,DPS-GSEB-GUJ-STD01-GEN-COMP-2026,35,30,10,15,15,40
2026-2027,STD01,GEN,ART,DPS-GSEB-GUJ-STD01-GEN-ART-2026,35,30,10,15,15,40
2026-2027,STD01,GEN,PE,DPS-GSEB-GUJ-STD01-GEN-PE-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,ENG,DPS-GSEB-GUJ-STD02-GEN-ENG-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,HIN,DPS-GSEB-GUJ-STD02-GEN-HIN-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,REG_LANG,DPS-GSEB-GUJ-STD02-GEN-REG_LANG-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,MATH,DPS-GSEB-GUJ-STD02-GEN-MATH-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,SCI,DPS-GSEB-GUJ-STD02-GEN-SCI-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,SST,DPS-GSEB-GUJ-STD02-GEN-SST-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,EVS,DPS-GSEB-GUJ-STD02-GEN-EVS-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,COMP,DPS-GSEB-GUJ-STD02-GEN-COMP-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,ART,DPS-GSEB-GUJ-STD02-GEN-ART-2026,35,30,10,15,15,40
2026-2027,STD02,GEN,PE,DPS-GSEB-GUJ-STD02-GEN-PE-2026,35,30,10,15,15,40
2026-2027,STD03,GEN,ENG,DPS-GSEB-GUJ-STD03-GEN-ENG-2026,30,30,10,15,15,40
2026-2027,STD03,GEN,HIN,DPS-GSEB-GUJ-STD03-GEN-HIN-2026,30,30,10,15,15,40
2026-2027,STD03,GEN,REG_LANG,DPS-GSEB-GUJ-STD03-GEN-REG_LANG-2026,30,30,10,15,15,40
2026-2027,STD03,GEN,MATH,DPS-GSEB-GUJ-STD03-GEN-MATH-2026,30,30,10,15,15,40
2026-2027,STD03,GEN,SCI,DPS-GSEB-GUJ-STD03-GEN-SCI-2026,30,30,10,15,15,40
2026-2027,STD03,GEN,SST,DPS-GSEB-GUJ-STD03-GEN-SST-2026,30,30,10,15,15,40
2026-2027,STD03,GEN,EVS,DPS-GSEB-GUJ-STD03-GEN-EVS-2026,30,30,10,15,15,40
2026-2027,STD03,GEN,COMP,DPS-GSEB-GUJ-STD03-GEN-COMP-2026,30,30,10,15,15,40
2026-2027,STD03,GEN,ART,DPS-GSEB-GUJ-STD03-GEN-ART-2026,30,30,10,15,15,40
2026-2027,STD03,GEN,PE,DPS-GSEB-GUJ-STD03-GEN-PE-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,ENG,DPS-GSEB-GUJ-STD04-GEN-ENG-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,HIN,DPS-GSEB-GUJ-STD04-GEN-HIN-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,REG_LANG,DPS-GSEB-GUJ-STD04-GEN-REG_LANG-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,MATH,DPS-GSEB-GUJ-STD04-GEN-MATH-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,SCI,DPS-GSEB-GUJ-STD04-GEN-SCI-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,SST,DPS-GSEB-GUJ-STD04-GEN-SST-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,EVS,DPS-GSEB-GUJ-STD04-GEN-EVS-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,COMP,DPS-GSEB-GUJ-STD04-GEN-COMP-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,ART,DPS-GSEB-GUJ-STD04-GEN-ART-2026,30,30,10,15,15,40
2026-2027,STD04,GEN,PE,DPS-GSEB-GUJ-STD04-GEN-PE-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,ENG,DPS-GSEB-GUJ-STD05-GEN-ENG-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,HIN,DPS-GSEB-GUJ-STD05-GEN-HIN-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,REG_LANG,DPS-GSEB-GUJ-STD05-GEN-REG_LANG-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,MATH,DPS-GSEB-GUJ-STD05-GEN-MATH-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,SCI,DPS-GSEB-GUJ-STD05-GEN-SCI-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,SST,DPS-GSEB-GUJ-STD05-GEN-SST-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,EVS,DPS-GSEB-GUJ-STD05-GEN-EVS-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,COMP,DPS-GSEB-GUJ-STD05-GEN-COMP-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,ART,DPS-GSEB-GUJ-STD05-GEN-ART-2026,30,30,10,15,15,40
2026-2027,STD05,GEN,PE,DPS-GSEB-GUJ-STD05-GEN-PE-2026,30,30,10,15,15,40
2026-2027,STD06,GEN,ENG,DPS-GSEB-GUJ-STD06-GEN-ENG-2026,20,25,15,20,20,40
2026-2027,STD06,GEN,HIN,DPS-GSEB-GUJ-STD06-GEN-HIN-2026,20,25,15,20,20,40
2026-2027,STD06,GEN,REG_LANG,DPS-GSEB-GUJ-STD06-GEN-REG_LANG-2026,20,25,15,20,20,40
2026-2027,STD06,GEN,MATH,DPS-GSEB-GUJ-STD06-GEN-MATH-2026,20,25,15,20,20,40
2026-2027,STD06,GEN,SCI,DPS-GSEB-GUJ-STD06-GEN-SCI-2026,20,25,15,20,20,40
2026-2027,STD06,GEN,SST,DPS-GSEB-GUJ-STD06-GEN-SST-2026,20,25,15,20,20,40
2026-2027,STD06,GEN,COMP,DPS-GSEB-GUJ-STD06-GEN-COMP-2026,20,25,15,20,20,40
2026-2027,STD06,GEN,ART,DPS-GSEB-GUJ-STD06-GEN-ART-2026,20,25,15,20,20,40
2026-2027,STD06,GEN,PE,DPS-GSEB-GUJ-STD06-GEN-PE-2026,20,25,15,20,20,40
2026-2027,STD07,GEN,ENG,DPS-GSEB-GUJ-STD07-GEN-ENG-2026,20,25,15,20,20,40
2026-2027,STD07,GEN,HIN,DPS-GSEB-GUJ-STD07-GEN-HIN-2026,20,25,15,20,20,40
2026-2027,STD07,GEN,REG_LANG,DPS-GSEB-GUJ-STD07-GEN-REG_LANG-2026,20,25,15,20,20,40
2026-2027,STD07,GEN,MATH,DPS-GSEB-GUJ-STD07-GEN-MATH-2026,20,25,15,20,20,40
2026-2027,STD07,GEN,SCI,DPS-GSEB-GUJ-STD07-GEN-SCI-2026,20,25,15,20,20,40
2026-2027,STD07,GEN,SST,DPS-GSEB-GUJ-STD07-GEN-SST-2026,20,25,15,20,20,40
2026-2027,STD07,GEN,COMP,DPS-GSEB-GUJ-STD07-GEN-COMP-2026,20,25,15,20,20,40
2026-2027,STD07,GEN,ART,DPS-GSEB-GUJ-STD07-GEN-ART-2026,20,25,15,20,20,40
2026-2027,STD07,GEN,PE,DPS-GSEB-GUJ-STD07-GEN-PE-2026,20,25,15,20,20,40
2026-2027,STD08,GEN,ENG,DPS-GSEB-GUJ-STD08-GEN-ENG-2026,20,25,15,20,20,40
2026-2027,STD08,GEN,HIN,DPS-GSEB-GUJ-STD08-GEN-HIN-2026,20,25,15,20,20,40
2026-2027,STD08,GEN,REG_LANG,DPS-GSEB-GUJ-STD08-GEN-REG_LANG-2026,20,25,15,20,20,40
2026-2027,STD08,GEN,MATH,DPS-GSEB-GUJ-STD08-GEN-MATH-2026,20,25,15,20,20,40
2026-2027,STD08,GEN,SCI,DPS-GSEB-GUJ-STD08-GEN-SCI-2026,20,25,15,20,20,40
2026-2027,STD08,GEN,SST,DPS-GSEB-GUJ-STD08-GEN-SST-2026,20,25,15,20,20,40
2026-2027,STD08,GEN,COMP,DPS-GSEB-GUJ-STD08-GEN-COMP-2026,20,25,15,20,20,40
2026-2027,STD08,GEN,ART,DPS-GSEB-GUJ-STD08-GEN-ART-2026,20,25,15,20,20,40
2026-2027,STD08,GEN,PE,DPS-GSEB-GUJ-STD08-GEN-PE-2026,20,25,15,20,20,40
2026-2027,STD09,GEN,ENG,DPS-GSEB-GUJ-STD09-GEN-ENG-2026,15,25,20,20,20,40
2026-2027,STD09,GEN,HIN,DPS-GSEB-GUJ-STD09-GEN-HIN-2026,15,25,20,20,20,40
2026-2027,STD09,GEN,REG_LANG,DPS-GSEB-GUJ-STD09-GEN-REG_LANG-2026,15,25,20,20,20,40
2026-2027,STD09,GEN,MATH,DPS-GSEB-GUJ-STD09-GEN-MATH-2026,15,25,20,20,20,40
2026-2027,STD09,GEN,SCI,DPS-GSEB-GUJ-STD09-GEN-SCI-2026,15,25,20,20,20,40
2026-2027,STD09,GEN,SST,DPS-GSEB-GUJ-STD09-GEN-SST-2026,15,25,20,20,20,40
2026-2027,STD09,GEN,COMP,DPS-GSEB-GUJ-STD09-GEN-COMP-2026,15,25,20,20,20,40
2026-2027,STD09,GEN,ART,DPS-GSEB-GUJ-STD09-GEN-ART-2026,15,25,20,20,20,40
2026-2027,STD09,GEN,PE,DPS-GSEB-GUJ-STD09-GEN-PE-2026,15,25,20,20,20,40
2026-2027,STD10,GEN,ENG,DPS-GSEB-GUJ-STD10-GEN-ENG-2026,15,25,20,20,20,40
2026-2027,STD10,GEN,HIN,DPS-GSEB-GUJ-STD10-GEN-HIN-2026,15,25,20,20,20,40
2026-2027,STD10,GEN,REG_LANG,DPS-GSEB-GUJ-STD10-GEN-REG_LANG-2026,15,25,20,20,20,40
2026-2027,STD10,GEN,MATH,DPS-GSEB-GUJ-STD10-GEN-MATH-2026,15,25,20,20,20,40
2026-2027,STD10,GEN,SCI,DPS-GSEB-GUJ-STD10-GEN-SCI-2026,15,25,20,20,20,40
2026-2027,STD10,GEN,SST,DPS-GSEB-GUJ-STD10-GEN-SST-2026,15,25,20,20,20,40
2026-2027,STD10,GEN,COMP,DPS-GSEB-GUJ-STD10-GEN-COMP-2026,15,25,20,20,20,40
2026-2027,STD10,GEN,ART,DPS-GSEB-GUJ-STD10-GEN-ART-2026,15,25,20,20,20,40
2026-2027,STD10,GEN,PE,DPS-GSEB-GUJ-STD10-GEN-PE-2026,15,25,20,20,20,40
2026-2027,STD11_SCI,SCI,ENG,DPS-GSEB-GUJ-STD11_SCI-SCI-ENG-2026,10,25,20,20,20,40
2026-2027,STD11_SCI,SCI,PE,DPS-GSEB-GUJ-STD11_SCI-SCI-PE-2026,10,25,20,20,20,40
2026-2027,STD11_SCI,SCI,PHY,DPS-GSEB-GUJ-STD11_SCI-SCI-PHY-2026,10,25,20,20,20,40
2026-2027,STD11_SCI,SCI,CHE,DPS-GSEB-GUJ-STD11_SCI-SCI-CHE-2026,10,25,20,20,20,40
2026-2027,STD11_SCI,SCI,BIO,DPS-GSEB-GUJ-STD11_SCI-SCI-BIO-2026,10,25,20,20,20,40
2026-2027,STD11_SCI,SCI,MATH_ADV,DPS-GSEB-GUJ-STD11_SCI-SCI-MATH_ADV-2026,10,25,20,20,20,40
2026-2027,STD11_SCI,SCI,IP,DPS-GSEB-GUJ-STD11_SCI-SCI-IP-2026,10,25,20,20,20,40
2026-2027,STD11_COM,COM,ENG,DPS-GSEB-GUJ-STD11_COM-COM-ENG-2026,10,25,20,20,20,40
2026-2027,STD11_COM,COM,PE,DPS-GSEB-GUJ-STD11_COM-COM-PE-2026,10,25,20,20,20,40
2026-2027,STD11_COM,COM,MATH_ADV,DPS-GSEB-GUJ-STD11_COM-COM-MATH_ADV-2026,10,25,20,20,20,40
2026-2027,STD11_COM,COM,APP_MATH,DPS-GSEB-GUJ-STD11_COM-COM-APP_MATH-2026,10,25,20,20,20,40
2026-2027,STD11_COM,COM,IP,DPS-GSEB-GUJ-STD11_COM-COM-IP-2026,10,25,20,20,20,40
2026-2027,STD11_COM,COM,ACC,DPS-GSEB-GUJ-STD11_COM-COM-ACC-2026,10,25,20,20,20,40
2026-2027,STD11_COM,COM,BST,DPS-GSEB-GUJ-STD11_COM-COM-BST-2026,10,25,20,20,20,40
2026-2027,STD11_COM,COM,ECO,DPS-GSEB-GUJ-STD11_COM-COM-ECO-2026,10,25,20,20,20,40
2026-2027,STD11_COM,COM,ENT,DPS-GSEB-GUJ-STD11_COM-COM-ENT-2026,10,25,20,20,20,40
2026-2027,STD11_ART,ART,ENG,DPS-GSEB-GUJ-STD11_ART-ART-ENG-2026,10,25,20,20,20,40
2026-2027,STD11_ART,ART,PE,DPS-GSEB-GUJ-STD11_ART-ART-PE-2026,10,25,20,20,20,40
2026-2027,STD11_ART,ART,APP_MATH,DPS-GSEB-GUJ-STD11_ART-ART-APP_MATH-2026,10,25,20,20,20,40
2026-2027,STD11_ART,ART,IP,DPS-GSEB-GUJ-STD11_ART-ART-IP-2026,10,25,20,20,20,40
2026-2027,STD11_ART,ART,HIS,DPS-GSEB-GUJ-STD11_ART-ART-HIS-2026,10,25,20,20,20,40
2026-2027,STD11_ART,ART,GEO,DPS-GSEB-GUJ-STD11_ART-ART-GEO-2026,10,25,20,20,20,40
2026-2027,STD11_ART,ART,POL,DPS-GSEB-GUJ-STD11_ART-ART-POL-2026,10,25,20,20,20,40
2026-2027,STD11_ART,ART,PSY,DPS-GSEB-GUJ-STD11_ART-ART-PSY-2026,10,25,20,20,20,40
2026-2027,STD11_ART,ART,SOC,DPS-GSEB-GUJ-STD11_ART-ART-SOC-2026,10,25,20,20,20,40
2026-2027,STD12_SCI,SCI,ENG,DPS-GSEB-GUJ-STD12_SCI-SCI-ENG-2026,10,25,20,20,20,40
2026-2027,STD12_SCI,SCI,PE,DPS-GSEB-GUJ-STD12_SCI-SCI-PE-2026,10,25,20,20,20,40
2026-2027,STD12_SCI,SCI,PHY,DPS-GSEB-GUJ-STD12_SCI-SCI-PHY-2026,10,25,20,20,20,40
2026-2027,STD12_SCI,SCI,CHE,DPS-GSEB-GUJ-STD12_SCI-SCI-CHE-2026,10,25,20,20,20,40
2026-2027,STD12_SCI,SCI,BIO,DPS-GSEB-GUJ-STD12_SCI-SCI-BIO-2026,10,25,20,20,20,40
2026-2027,STD12_SCI,SCI,MATH_ADV,DPS-GSEB-GUJ-STD12_SCI-SCI-MATH_ADV-2026,10,25,20,20,20,40
2026-2027,STD12_SCI,SCI,IP,DPS-GSEB-GUJ-STD12_SCI-SCI-IP-2026,10,25,20,20,20,40
2026-2027,STD12_COM,COM,ENG,DPS-GSEB-GUJ-STD12_COM-COM-ENG-2026,10,25,20,20,20,40
2026-2027,STD12_COM,COM,PE,DPS-GSEB-GUJ-STD12_COM-COM-PE-2026,10,25,20,20,20,40
2026-2027,STD12_COM,COM,MATH_ADV,DPS-GSEB-GUJ-STD12_COM-COM-MATH_ADV-2026,10,25,20,20,20,40
2026-2027,STD12_COM,COM,APP_MATH,DPS-GSEB-GUJ-STD12_COM-COM-APP_MATH-2026,10,25,20,20,20,40
2026-2027,STD12_COM,COM,IP,DPS-GSEB-GUJ-STD12_COM-COM-IP-2026,10,25,20,20,20,40
2026-2027,STD12_COM,COM,ACC,DPS-GSEB-GUJ-STD12_COM-COM-ACC-2026,10,25,20,20,20,40
2026-2027,STD12_COM,COM,BST,DPS-GSEB-GUJ-STD12_COM-COM-BST-2026,10,25,20,20,20,40
2026-2027,STD12_COM,COM,ECO,DPS-GSEB-GUJ-STD12_COM-COM-ECO-2026,10,25,20,20,20,40
2026-2027,STD12_COM,COM,ENT,DPS-GSEB-GUJ-STD12_COM-COM-ENT-2026,10,25,20,20,20,40
2026-2027,STD12_ART,ART,ENG,DPS-GSEB-GUJ-STD12_ART-ART-ENG-2026,10,25,20,20,20,40
2026-2027,STD12_ART,ART,PE,DPS-GSEB-GUJ-STD12_ART-ART-PE-2026,10,25,20,20,20,40
2026-2027,STD12_ART,ART,APP_MATH,DPS-GSEB-GUJ-STD12_ART-ART-APP_MATH-2026,10,25,20,20,20,40
2026-2027,STD12_ART,ART,IP,DPS-GSEB-GUJ-STD12_ART-ART-IP-2026,10,25,20,20,20,40
2026-2027,STD12_ART,ART,HIS,DPS-GSEB-GUJ-STD12_ART-ART-HIS-2026,10,25,20,20,20,40
2026-2027,STD12_ART,ART,GEO,DPS-GSEB-GUJ-STD12_ART-ART-GEO-2026,10,25,20,20,20,40
2026-2027,STD12_ART,ART,POL,DPS-GSEB-GUJ-STD12_ART-ART-POL-2026,10,25,20,20,20,40
2026-2027,STD12_ART,ART,PSY,DPS-GSEB-GUJ-STD12_ART-ART-PSY-2026,10,25,20,20,20,40
2026-2027,STD12_ART,ART,SOC,DPS-GSEB-GUJ-STD12_ART-ART-SOC-2026,10,25,20,20,20,40
2026-2027,ITI_ELEC,VOC_IND,ENG_DRAW,DPS-GSEB-GUJ-ITI_ELEC-VOC_IND-ENG_DRAW-2026,20,25,15,20,20,40
2026-2027,ITI_ELEC,VOC_IND,WORK_PRAC,DPS-GSEB-GUJ-ITI_ELEC-VOC_IND-WORK_PRAC-2026,20,25,15,20,20,40
2026-2027,ITI_ELEC,VOC_IND,ELEC_THEORY,DPS-GSEB-GUJ-ITI_ELEC-VOC_IND-ELEC_THEORY-2026,20,25,15,20,20,40
2026-2027,ITI_ELEC,VOC_IND,FIT_THEORY,DPS-GSEB-GUJ-ITI_ELEC-VOC_IND-FIT_THEORY-2026,20,25,15,20,20,40
2026-2027,ITI_FIT,VOC_IND,ENG_DRAW,DPS-GSEB-GUJ-ITI_FIT-VOC_IND-ENG_DRAW-2026,20,25,15,20,20,40
2026-2027,ITI_FIT,VOC_IND,WORK_PRAC,DPS-GSEB-GUJ-ITI_FIT-VOC_IND-WORK_PRAC-2026,20,25,15,20,20,40
2026-2027,ITI_FIT,VOC_IND,ELEC_THEORY,DPS-GSEB-GUJ-ITI_FIT-VOC_IND-ELEC_THEORY-2026,20,25,15,20,20,40
2026-2027,ITI_FIT,VOC_IND,FIT_THEORY,DPS-GSEB-GUJ-ITI_FIT-VOC_IND-FIT_THEORY-2026,20,25,15,20,20,40
2026-2027,POLY_ME_Y1,ENG,ENG_DRAW,DPS-GSEB-GUJ-POLY_ME_Y1-ENG-ENG_DRAW-2026,20,25,15,20,20,40
2026-2027,POLY_ME_Y1,ENG,WORK_PRAC,DPS-GSEB-GUJ-POLY_ME_Y1-ENG-WORK_PRAC-2026,20,25,15,20,20,40
2026-2027,POLY_ME_Y2,ENG,ENG_DRAW,DPS-GSEB-GUJ-POLY_ME_Y2-ENG-ENG_DRAW-2026,20,25,15,20,20,40
2026-2027,POLY_ME_Y2,ENG,WORK_PRAC,DPS-GSEB-GUJ-POLY_ME_Y2-ENG-WORK_PRAC-2026,20,25,15,20,20,40
2026-2027,POLY_ME_Y3,ENG,ENG_DRAW,DPS-GSEB-GUJ-POLY_ME_Y3-ENG-ENG_DRAW-2026,20,25,15,20,20,40
2026-2027,POLY_ME_Y3,ENG,WORK_PRAC,DPS-GSEB-GUJ-POLY_ME_Y3-ENG-WORK_PRAC-2026,20,25,15,20,20,40
2026-2027,POLY_CE_Y1,ENG,ENG_DRAW,DPS-GSEB-GUJ-POLY_CE_Y1-ENG-ENG_DRAW-2026,20,25,15,20,20,40
2026-2027,POLY_CE_Y1,ENG,WORK_PRAC,DPS-GSEB-GUJ-POLY_CE_Y1-ENG-WORK_PRAC-2026,20,25,15,20,20,40
2026-2027,POLY_CE_Y2,ENG,ENG_DRAW,DPS-GSEB-GUJ-POLY_CE_Y2-ENG-ENG_DRAW-2026,20,25,15,20,20,40
2026-2027,POLY_CE_Y2,ENG,WORK_PRAC,DPS-GSEB-GUJ-POLY_CE_Y2-ENG-WORK_PRAC-2026,20,25,15,20,20,40
2026-2027,POLY_CE_Y3,ENG,ENG_DRAW,DPS-GSEB-GUJ-POLY_CE_Y3-ENG-ENG_DRAW-2026,20,25,15,20,20,40
2026-2027,POLY_CE_Y3,ENG,WORK_PRAC,DPS-GSEB-GUJ-POLY_CE_Y3-ENG-WORK_PRAC-2026,20,25,15,20,20,40
2026-2027,NUR_GNM_Y1,NUR,NUR_FND,DPS-GSEB-GUJ-NUR_GNM_Y1-NUR-NUR_FND-2026,20,25,15,20,20,40
2026-2027,NUR_GNM_Y2,NUR,NUR_FND,DPS-GSEB-GUJ-NUR_GNM_Y2-NUR-NUR_FND-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,DSA,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,DBMS,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,OS,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-OS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,CN,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-CN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,AI_ML,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-AI_ML-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,SWE,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-SWE-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,THERMO,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-THERMO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,CIRCUITS,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-CIRCUITS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,ANAT,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-ANAT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,PHYS,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-PHYS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,PHARM,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-PHARM-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,PATH,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-PATH-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,COM_MED,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-COM_MED-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,LAW_CON,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-LAW_CON-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,LAW_IPC,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-LAW_IPC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,LAW_CONTR,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-LAW_CONTR-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,JURIS,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-JURIS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,CORP_ACC,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-CORP_ACC-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,FIN_MGT,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-FIN_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,MKT_MGT,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-MKT_MGT-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,OB,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-OB-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,UI_UX,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-UI_UX-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,TYPO,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-TYPO-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y1,ENG,ARCH_DSN,DPS-GSEB-GUJ-UNI_UG_CSE_Y1-ENG-ARCH_DSN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y2,ENG,DSA,DPS-GSEB-GUJ-UNI_UG_CSE_Y2-ENG-DSA-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y2,ENG,DBMS,DPS-GSEB-GUJ-UNI_UG_CSE_Y2-ENG-DBMS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y2,ENG,OS,DPS-GSEB-GUJ-UNI_UG_CSE_Y2-ENG-OS-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y2,ENG,CN,DPS-GSEB-GUJ-UNI_UG_CSE_Y2-ENG-CN-2026,20,25,15,20,20,40
2026-2027,UNI_UG_CSE_Y2,ENG,AI_ML,DPS-GSEB-GUJ-UNI_UG_CSE_Y2-ENG-AI_ML-2026,20,25,15,20,20,40
