academic_year,course_code,course_shortname,classwork_weight,practice_quiz_weight,assignment_weight,chapter_gate_weight,term_exam_weight,final_exam_weight,passing_percent
2026-2027,DPS-GSEB-GUJ-STD04-GEN-ENG-2026,DPS-GSEB-GUJ-STD04-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD04-GEN-MATH-2026,DPS-GSEB-GUJ-STD04-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD04-GEN-EVS-2026,DPS-GSEB-GUJ-STD04-GEN-EVS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD04-GEN-ART-2026,DPS-GSEB-GUJ-STD04-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD04-GEN-PE-2026,DPS-GSEB-GUJ-STD04-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD05-GEN-GUJ-2026,DPS-GSEB-GUJ-STD05-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD05-GEN-HIN-2026,DPS-GSEB-GUJ-STD05-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD05-GEN-ENG-2026,DPS-GSEB-GUJ-STD05-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD05-GEN-MATH-2026,DPS-GSEB-GUJ-STD05-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD05-GEN-EVS-2026,DPS-GSEB-GUJ-STD05-GEN-EVS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD05-GEN-ART-2026,DPS-GSEB-GUJ-STD05-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD05-GEN-PE-2026,DPS-GSEB-GUJ-STD05-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD06-GEN-GUJ-2026,DPS-GSEB-GUJ-STD06-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD06-GEN-HIN-2026,DPS-GSEB-GUJ-STD06-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD06-GEN-ENG-2026,DPS-GSEB-GUJ-STD06-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD06-GEN-MATH-2026,DPS-GSEB-GUJ-STD06-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD06-GEN-SCI-2026,DPS-GSEB-GUJ-STD06-GEN-SCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD06-GEN-SS-2026,DPS-GSEB-GUJ-STD06-GEN-SS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD06-GEN-CS-2026,DPS-GSEB-GUJ-STD06-GEN-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD06-GEN-ART-2026,DPS-GSEB-GUJ-STD06-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD06-GEN-PE-2026,DPS-GSEB-GUJ-STD06-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD07-GEN-GUJ-2026,DPS-GSEB-GUJ-STD07-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD07-GEN-HIN-2026,DPS-GSEB-GUJ-STD07-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD07-GEN-ENG-2026,DPS-GSEB-GUJ-STD07-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD07-GEN-MATH-2026,DPS-GSEB-GUJ-STD07-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD07-GEN-SCI-2026,DPS-GSEB-GUJ-STD07-GEN-SCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD07-GEN-SS-2026,DPS-GSEB-GUJ-STD07-GEN-SS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD07-GEN-CS-2026,DPS-GSEB-GUJ-STD07-GEN-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD07-GEN-ART-2026,DPS-GSEB-GUJ-STD07-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD07-GEN-PE-2026,DPS-GSEB-GUJ-STD07-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD08-GEN-GUJ-2026,DPS-GSEB-GUJ-STD08-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD08-GEN-HIN-2026,DPS-GSEB-GUJ-STD08-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD08-GEN-ENG-2026,DPS-GSEB-GUJ-STD08-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD08-GEN-MATH-2026,DPS-GSEB-GUJ-STD08-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD08-GEN-SCI-2026,DPS-GSEB-GUJ-STD08-GEN-SCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD08-GEN-SS-2026,DPS-GSEB-GUJ-STD08-GEN-SS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD08-GEN-CS-2026,DPS-GSEB-GUJ-STD08-GEN-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD08-GEN-ART-2026,DPS-GSEB-GUJ-STD08-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD08-GEN-PE-2026,DPS-GSEB-GUJ-STD08-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD09-GEN-GUJ-2026,DPS-GSEB-GUJ-STD09-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD09-GEN-HIN-2026,DPS-GSEB-GUJ-STD09-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD09-GEN-ENG-2026,DPS-GSEB-GUJ-STD09-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD09-GEN-MATH-2026,DPS-GSEB-GUJ-STD09-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD09-GEN-SCI-2026,DPS-GSEB-GUJ-STD09-GEN-SCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD09-GEN-SS-2026,DPS-GSEB-GUJ-STD09-GEN-SS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD09-GEN-CS-2026,DPS-GSEB-GUJ-STD09-GEN-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD09-GEN-PE-2026,DPS-GSEB-GUJ-STD09-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD10-GEN-GUJ-2026,DPS-GSEB-GUJ-STD10-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD10-GEN-HIN-2026,DPS-GSEB-GUJ-STD10-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD10-GEN-ENG-2026,DPS-GSEB-GUJ-STD10-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD10-GEN-MATH-2026,DPS-GSEB-GUJ-STD10-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD10-GEN-SCI-2026,DPS-GSEB-GUJ-STD10-GEN-SCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD10-GEN-SS-2026,DPS-GSEB-GUJ-STD10-GEN-SS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD10-GEN-CS-2026,DPS-GSEB-GUJ-STD10-GEN-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD10-GEN-PE-2026,DPS-GSEB-GUJ-STD10-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-SCI-ENG-2026,DPS-GSEB-GUJ-STD11-SCI-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-SCI-PHY-2026,DPS-GSEB-GUJ-STD11-SCI-PHY-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-SCI-CHEM-2026,DPS-GSEB-GUJ-STD11-SCI-CHEM-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-SCI-BIO-2026,DPS-GSEB-GUJ-STD11-SCI-BIO-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-SCI-MATH-2026,DPS-GSEB-GUJ-STD11-SCI-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-SCI-CS-2026,DPS-GSEB-GUJ-STD11-SCI-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-SCI-PE-2026,DPS-GSEB-GUJ-STD11-SCI-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-COM-ENG-2026,DPS-GSEB-GUJ-STD11-COM-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-COM-ACC-2026,DPS-GSEB-GUJ-STD11-COM-ACC-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-COM-BA-2026,DPS-GSEB-GUJ-STD11-COM-BA-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-COM-ECO-2026,DPS-GSEB-GUJ-STD11-COM-ECO-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-COM-STAT-2026,DPS-GSEB-GUJ-STD11-COM-STAT-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-COM-CS-2026,DPS-GSEB-GUJ-STD11-COM-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-COM-PE-2026,DPS-GSEB-GUJ-STD11-COM-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-ENG-2026,DPS-GSEB-GUJ-STD11-ARTS-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-HIST-2026,DPS-GSEB-GUJ-STD11-ARTS-HIST-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-GEO-2026,DPS-GSEB-GUJ-STD11-ARTS-GEO-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-2026,DPS-GSEB-GUJ-STD11-ARTS-POLSCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-PSY-2026,DPS-GSEB-GUJ-STD11-ARTS-PSY-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-SOC-2026,DPS-GSEB-GUJ-STD11-ARTS-SOC-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD11-ARTS-PE-2026,DPS-GSEB-GUJ-STD11-ARTS-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-SCI-ENG-2026,DPS-GSEB-GUJ-STD12-SCI-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-SCI-PHY-2026,DPS-GSEB-GUJ-STD12-SCI-PHY-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-SCI-CHEM-2026,DPS-GSEB-GUJ-STD12-SCI-CHEM-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-SCI-BIO-2026,DPS-GSEB-GUJ-STD12-SCI-BIO-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-SCI-MATH-2026,DPS-GSEB-GUJ-STD12-SCI-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-SCI-CS-2026,DPS-GSEB-GUJ-STD12-SCI-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-SCI-PE-2026,DPS-GSEB-GUJ-STD12-SCI-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-COM-ENG-2026,DPS-GSEB-GUJ-STD12-COM-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-COM-ACC-2026,DPS-GSEB-GUJ-STD12-COM-ACC-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-COM-BA-2026,DPS-GSEB-GUJ-STD12-COM-BA-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-COM-ECO-2026,DPS-GSEB-GUJ-STD12-COM-ECO-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-COM-STAT-2026,DPS-GSEB-GUJ-STD12-COM-STAT-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-COM-CS-2026,DPS-GSEB-GUJ-STD12-COM-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-COM-PE-2026,DPS-GSEB-GUJ-STD12-COM-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-ARTS-ENG-2026,DPS-GSEB-GUJ-STD12-ARTS-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-ARTS-HIST-2026,DPS-GSEB-GUJ-STD12-ARTS-HIST-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-ARTS-GEO-2026,DPS-GSEB-GUJ-STD12-ARTS-GEO-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-ARTS-POLSCI-2026,DPS-GSEB-GUJ-STD12-ARTS-POLSCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-ARTS-PSY-2026,DPS-GSEB-GUJ-STD12-ARTS-PSY-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-ARTS-SOC-2026,DPS-GSEB-GUJ-STD12-ARTS-SOC-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-GUJ-STD12-ARTS-PE-2026,DPS-GSEB-GUJ-STD12-ARTS-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD01-GEN-GUJ-2026,DPS-GSEB-ENG-STD01-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD01-GEN-HIN-2026,DPS-GSEB-ENG-STD01-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD01-GEN-ENG-2026,DPS-GSEB-ENG-STD01-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD01-GEN-MATH-2026,DPS-GSEB-ENG-STD01-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD01-GEN-EVS-2026,DPS-GSEB-ENG-STD01-GEN-EVS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD01-GEN-ART-2026,DPS-GSEB-ENG-STD01-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD01-GEN-PE-2026,DPS-GSEB-ENG-STD01-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD02-GEN-GUJ-2026,DPS-GSEB-ENG-STD02-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD02-GEN-HIN-2026,DPS-GSEB-ENG-STD02-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD02-GEN-ENG-2026,DPS-GSEB-ENG-STD02-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD02-GEN-MATH-2026,DPS-GSEB-ENG-STD02-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD02-GEN-EVS-2026,DPS-GSEB-ENG-STD02-GEN-EVS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD02-GEN-ART-2026,DPS-GSEB-ENG-STD02-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD02-GEN-PE-2026,DPS-GSEB-ENG-STD02-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD03-GEN-GUJ-2026,DPS-GSEB-ENG-STD03-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD03-GEN-HIN-2026,DPS-GSEB-ENG-STD03-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD03-GEN-ENG-2026,DPS-GSEB-ENG-STD03-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD03-GEN-MATH-2026,DPS-GSEB-ENG-STD03-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD03-GEN-EVS-2026,DPS-GSEB-ENG-STD03-GEN-EVS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD03-GEN-ART-2026,DPS-GSEB-ENG-STD03-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD03-GEN-PE-2026,DPS-GSEB-ENG-STD03-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD04-GEN-GUJ-2026,DPS-GSEB-ENG-STD04-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD04-GEN-HIN-2026,DPS-GSEB-ENG-STD04-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD04-GEN-ENG-2026,DPS-GSEB-ENG-STD04-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD04-GEN-MATH-2026,DPS-GSEB-ENG-STD04-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD04-GEN-EVS-2026,DPS-GSEB-ENG-STD04-GEN-EVS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD04-GEN-ART-2026,DPS-GSEB-ENG-STD04-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD04-GEN-PE-2026,DPS-GSEB-ENG-STD04-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD05-GEN-GUJ-2026,DPS-GSEB-ENG-STD05-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD05-GEN-HIN-2026,DPS-GSEB-ENG-STD05-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD05-GEN-ENG-2026,DPS-GSEB-ENG-STD05-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD05-GEN-MATH-2026,DPS-GSEB-ENG-STD05-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD05-GEN-EVS-2026,DPS-GSEB-ENG-STD05-GEN-EVS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD05-GEN-ART-2026,DPS-GSEB-ENG-STD05-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD05-GEN-PE-2026,DPS-GSEB-ENG-STD05-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD06-GEN-GUJ-2026,DPS-GSEB-ENG-STD06-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD06-GEN-HIN-2026,DPS-GSEB-ENG-STD06-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD06-GEN-ENG-2026,DPS-GSEB-ENG-STD06-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD06-GEN-MATH-2026,DPS-GSEB-ENG-STD06-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD06-GEN-SCI-2026,DPS-GSEB-ENG-STD06-GEN-SCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD06-GEN-SS-2026,DPS-GSEB-ENG-STD06-GEN-SS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD06-GEN-CS-2026,DPS-GSEB-ENG-STD06-GEN-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD06-GEN-ART-2026,DPS-GSEB-ENG-STD06-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD06-GEN-PE-2026,DPS-GSEB-ENG-STD06-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD07-GEN-GUJ-2026,DPS-GSEB-ENG-STD07-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD07-GEN-HIN-2026,DPS-GSEB-ENG-STD07-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD07-GEN-ENG-2026,DPS-GSEB-ENG-STD07-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD07-GEN-MATH-2026,DPS-GSEB-ENG-STD07-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD07-GEN-SCI-2026,DPS-GSEB-ENG-STD07-GEN-SCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD07-GEN-SS-2026,DPS-GSEB-ENG-STD07-GEN-SS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD07-GEN-CS-2026,DPS-GSEB-ENG-STD07-GEN-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD07-GEN-ART-2026,DPS-GSEB-ENG-STD07-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD07-GEN-PE-2026,DPS-GSEB-ENG-STD07-GEN-PE-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD08-GEN-GUJ-2026,DPS-GSEB-ENG-STD08-GEN-GUJ-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD08-GEN-HIN-2026,DPS-GSEB-ENG-STD08-GEN-HIN-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD08-GEN-ENG-2026,DPS-GSEB-ENG-STD08-GEN-ENG-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD08-GEN-MATH-2026,DPS-GSEB-ENG-STD08-GEN-MATH-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD08-GEN-SCI-2026,DPS-GSEB-ENG-STD08-GEN-SCI-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD08-GEN-SS-2026,DPS-GSEB-ENG-STD08-GEN-SS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD08-GEN-CS-2026,DPS-GSEB-ENG-STD08-GEN-CS-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD08-GEN-ART-2026,DPS-GSEB-ENG-STD08-GEN-ART-26,15,15,20,10,20,20,40
2026-2027,DPS-GSEB-ENG-STD08-GEN-PE-2026,DPS-GSEB-ENG-STD08-GEN-PE-26,15,15,20,10,20,20,40
