course_code,course_shortname,cohort_code,role_shortname,group_name,group_idnumber,enrolment_method,status
DPS-GSEB-GUJ-PRE02-GEN-HIN-2026,DPS-GSEB-GUJ-PRE02-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE02-GEN-B,student,Division B,DPS-GSEB-GUJ-PRE02-GEN-HIN-2026-B,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-HIN-2026,DPS-GSEB-GUJ-PRE02-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE02-GEN-C,student,Division C,DPS-GSEB-GUJ-PRE02-GEN-HIN-2026-C,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-HIN-2026,DPS-GSEB-GUJ-PRE02-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE02-GEN-D,student,Division D,DPS-GSEB-GUJ-PRE02-GEN-HIN-2026-D,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-HIN-2026,DPS-GSEB-GUJ-PRE02-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE02-GEN-E,student,Division E,DPS-GSEB-GUJ-PRE02-GEN-HIN-2026-E,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-HIN-2026,DPS-GSEB-GUJ-PRE02-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE02-GEN-F,student,Division F,DPS-GSEB-GUJ-PRE02-GEN-HIN-2026-F,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-ART-2026,DPS-GSEB-GUJ-PRE02-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE02-GEN-A,student,Division A,DPS-GSEB-GUJ-PRE02-GEN-ART-2026-A,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-ART-2026,DPS-GSEB-GUJ-PRE02-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE02-GEN-B,student,Division B,DPS-GSEB-GUJ-PRE02-GEN-ART-2026-B,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-ART-2026,DPS-GSEB-GUJ-PRE02-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE02-GEN-C,student,Division C,DPS-GSEB-GUJ-PRE02-GEN-ART-2026-C,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-ART-2026,DPS-GSEB-GUJ-PRE02-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE02-GEN-D,student,Division D,DPS-GSEB-GUJ-PRE02-GEN-ART-2026-D,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-ART-2026,DPS-GSEB-GUJ-PRE02-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE02-GEN-E,student,Division E,DPS-GSEB-GUJ-PRE02-GEN-ART-2026-E,cohort_sync,active
DPS-GSEB-GUJ-PRE02-GEN-ART-2026,DPS-GSEB-GUJ-PRE02-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE02-GEN-F,student,Division F,DPS-GSEB-GUJ-PRE02-GEN-ART-2026-F,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ENG-2026,DPS-GSEB-GUJ-PRE03-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE03-GEN-A,student,Division A,DPS-GSEB-GUJ-PRE03-GEN-ENG-2026-A,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ENG-2026,DPS-GSEB-GUJ-PRE03-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE03-GEN-B,student,Division B,DPS-GSEB-GUJ-PRE03-GEN-ENG-2026-B,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ENG-2026,DPS-GSEB-GUJ-PRE03-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE03-GEN-C,student,Division C,DPS-GSEB-GUJ-PRE03-GEN-ENG-2026-C,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ENG-2026,DPS-GSEB-GUJ-PRE03-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE03-GEN-D,student,Division D,DPS-GSEB-GUJ-PRE03-GEN-ENG-2026-D,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ENG-2026,DPS-GSEB-GUJ-PRE03-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE03-GEN-E,student,Division E,DPS-GSEB-GUJ-PRE03-GEN-ENG-2026-E,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ENG-2026,DPS-GSEB-GUJ-PRE03-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE03-GEN-F,student,Division F,DPS-GSEB-GUJ-PRE03-GEN-ENG-2026-F,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-HIN-2026,DPS-GSEB-GUJ-PRE03-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE03-GEN-A,student,Division A,DPS-GSEB-GUJ-PRE03-GEN-HIN-2026-A,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-HIN-2026,DPS-GSEB-GUJ-PRE03-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE03-GEN-B,student,Division B,DPS-GSEB-GUJ-PRE03-GEN-HIN-2026-B,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-HIN-2026,DPS-GSEB-GUJ-PRE03-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE03-GEN-C,student,Division C,DPS-GSEB-GUJ-PRE03-GEN-HIN-2026-C,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-HIN-2026,DPS-GSEB-GUJ-PRE03-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE03-GEN-D,student,Division D,DPS-GSEB-GUJ-PRE03-GEN-HIN-2026-D,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-HIN-2026,DPS-GSEB-GUJ-PRE03-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE03-GEN-E,student,Division E,DPS-GSEB-GUJ-PRE03-GEN-HIN-2026-E,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-HIN-2026,DPS-GSEB-GUJ-PRE03-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE03-GEN-F,student,Division F,DPS-GSEB-GUJ-PRE03-GEN-HIN-2026-F,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ART-2026,DPS-GSEB-GUJ-PRE03-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE03-GEN-A,student,Division A,DPS-GSEB-GUJ-PRE03-GEN-ART-2026-A,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ART-2026,DPS-GSEB-GUJ-PRE03-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE03-GEN-B,student,Division B,DPS-GSEB-GUJ-PRE03-GEN-ART-2026-B,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ART-2026,DPS-GSEB-GUJ-PRE03-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE03-GEN-C,student,Division C,DPS-GSEB-GUJ-PRE03-GEN-ART-2026-C,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ART-2026,DPS-GSEB-GUJ-PRE03-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE03-GEN-D,student,Division D,DPS-GSEB-GUJ-PRE03-GEN-ART-2026-D,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ART-2026,DPS-GSEB-GUJ-PRE03-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE03-GEN-E,student,Division E,DPS-GSEB-GUJ-PRE03-GEN-ART-2026-E,cohort_sync,active
DPS-GSEB-GUJ-PRE03-GEN-ART-2026,DPS-GSEB-GUJ-PRE03-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE03-GEN-F,student,Division F,DPS-GSEB-GUJ-PRE03-GEN-ART-2026-F,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ENG-2026,DPS-GSEB-GUJ-PRE04-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE04-GEN-A,student,Division A,DPS-GSEB-GUJ-PRE04-GEN-ENG-2026-A,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ENG-2026,DPS-GSEB-GUJ-PRE04-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE04-GEN-B,student,Division B,DPS-GSEB-GUJ-PRE04-GEN-ENG-2026-B,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ENG-2026,DPS-GSEB-GUJ-PRE04-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE04-GEN-C,student,Division C,DPS-GSEB-GUJ-PRE04-GEN-ENG-2026-C,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ENG-2026,DPS-GSEB-GUJ-PRE04-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE04-GEN-D,student,Division D,DPS-GSEB-GUJ-PRE04-GEN-ENG-2026-D,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ENG-2026,DPS-GSEB-GUJ-PRE04-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE04-GEN-E,student,Division E,DPS-GSEB-GUJ-PRE04-GEN-ENG-2026-E,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ENG-2026,DPS-GSEB-GUJ-PRE04-GEN-ENG-26,DPS-2026-GSEB-GUJ-PRE04-GEN-F,student,Division F,DPS-GSEB-GUJ-PRE04-GEN-ENG-2026-F,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-HIN-2026,DPS-GSEB-GUJ-PRE04-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE04-GEN-A,student,Division A,DPS-GSEB-GUJ-PRE04-GEN-HIN-2026-A,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-HIN-2026,DPS-GSEB-GUJ-PRE04-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE04-GEN-B,student,Division B,DPS-GSEB-GUJ-PRE04-GEN-HIN-2026-B,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-HIN-2026,DPS-GSEB-GUJ-PRE04-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE04-GEN-C,student,Division C,DPS-GSEB-GUJ-PRE04-GEN-HIN-2026-C,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-HIN-2026,DPS-GSEB-GUJ-PRE04-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE04-GEN-D,student,Division D,DPS-GSEB-GUJ-PRE04-GEN-HIN-2026-D,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-HIN-2026,DPS-GSEB-GUJ-PRE04-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE04-GEN-E,student,Division E,DPS-GSEB-GUJ-PRE04-GEN-HIN-2026-E,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-HIN-2026,DPS-GSEB-GUJ-PRE04-GEN-HIN-26,DPS-2026-GSEB-GUJ-PRE04-GEN-F,student,Division F,DPS-GSEB-GUJ-PRE04-GEN-HIN-2026-F,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ART-2026,DPS-GSEB-GUJ-PRE04-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE04-GEN-A,student,Division A,DPS-GSEB-GUJ-PRE04-GEN-ART-2026-A,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ART-2026,DPS-GSEB-GUJ-PRE04-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE04-GEN-B,student,Division B,DPS-GSEB-GUJ-PRE04-GEN-ART-2026-B,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ART-2026,DPS-GSEB-GUJ-PRE04-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE04-GEN-C,student,Division C,DPS-GSEB-GUJ-PRE04-GEN-ART-2026-C,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ART-2026,DPS-GSEB-GUJ-PRE04-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE04-GEN-D,student,Division D,DPS-GSEB-GUJ-PRE04-GEN-ART-2026-D,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ART-2026,DPS-GSEB-GUJ-PRE04-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE04-GEN-E,student,Division E,DPS-GSEB-GUJ-PRE04-GEN-ART-2026-E,cohort_sync,active
DPS-GSEB-GUJ-PRE04-GEN-ART-2026,DPS-GSEB-GUJ-PRE04-GEN-ART-26,DPS-2026-GSEB-GUJ-PRE04-GEN-F,student,Division F,DPS-GSEB-GUJ-PRE04-GEN-ART-2026-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DPS-GSEB-GUJ-STD01-GEN-ENG-26,DPS-2026-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-ENG-2026-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DPS-GSEB-GUJ-STD01-GEN-ENG-26,DPS-2026-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-ENG-2026-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DPS-GSEB-GUJ-STD01-GEN-ENG-26,DPS-2026-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-ENG-2026-C,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DPS-GSEB-GUJ-STD01-GEN-ENG-26,DPS-2026-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-ENG-2026-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DPS-GSEB-GUJ-STD01-GEN-ENG-26,DPS-2026-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-ENG-2026-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-ENG-2026,DPS-GSEB-GUJ-STD01-GEN-ENG-26,DPS-2026-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-ENG-2026-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-HIN-2026,DPS-GSEB-GUJ-STD01-GEN-HIN-26,DPS-2026-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-HIN-2026-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-HIN-2026,DPS-GSEB-GUJ-STD01-GEN-HIN-26,DPS-2026-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-HIN-2026-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-HIN-2026,DPS-GSEB-GUJ-STD01-GEN-HIN-26,DPS-2026-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-HIN-2026-C,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-HIN-2026,DPS-GSEB-GUJ-STD01-GEN-HIN-26,DPS-2026-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-HIN-2026-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-HIN-2026,DPS-GSEB-GUJ-STD01-GEN-HIN-26,DPS-2026-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-HIN-2026-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-HIN-2026,DPS-GSEB-GUJ-STD01-GEN-HIN-26,DPS-2026-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-HIN-2026-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-26,DPS-2026-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-26,DPS-2026-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-26,DPS-2026-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026-C,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-26,DPS-2026-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-26,DPS-2026-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-26,DPS-2026-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-REG_LANG-2026-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,DPS-2026-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,DPS-2026-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,DPS-2026-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-C,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,DPS-2026-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,DPS-2026-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-MATH-2026,DPS-GSEB-GUJ-STD01-GEN-MATH-26,DPS-2026-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-MATH-2026-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-SCI-2026,DPS-GSEB-GUJ-STD01-GEN-SCI-26,DPS-2026-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-SCI-2026-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-SCI-2026,DPS-GSEB-GUJ-STD01-GEN-SCI-26,DPS-2026-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-SCI-2026-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-SCI-2026,DPS-GSEB-GUJ-STD01-GEN-SCI-26,DPS-2026-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-SCI-2026-C,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-SCI-2026,DPS-GSEB-GUJ-STD01-GEN-SCI-26,DPS-2026-GSEB-GUJ-STD01-GEN-D,student,Division D,DPS-GSEB-GUJ-STD01-GEN-SCI-2026-D,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-SCI-2026,DPS-GSEB-GUJ-STD01-GEN-SCI-26,DPS-2026-GSEB-GUJ-STD01-GEN-E,student,Division E,DPS-GSEB-GUJ-STD01-GEN-SCI-2026-E,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-SCI-2026,DPS-GSEB-GUJ-STD01-GEN-SCI-26,DPS-2026-GSEB-GUJ-STD01-GEN-F,student,Division F,DPS-GSEB-GUJ-STD01-GEN-SCI-2026-F,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-SST-2026,DPS-GSEB-GUJ-STD01-GEN-SST-26,DPS-2026-GSEB-GUJ-STD01-GEN-A,student,Division A,DPS-GSEB-GUJ-STD01-GEN-SST-2026-A,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-SST-2026,DPS-GSEB-GUJ-STD01-GEN-SST-26,DPS-2026-GSEB-GUJ-STD01-GEN-B,student,Division B,DPS-GSEB-GUJ-STD01-GEN-SST-2026-B,cohort_sync,active
DPS-GSEB-GUJ-STD01-GEN-SST-2026,DPS-GSEB-GUJ-STD01-GEN-SST-26,DPS-2026-GSEB-GUJ-STD01-GEN-C,student,Division C,DPS-GSEB-GUJ-STD01-GEN-SST-2026-C,cohort_sync,active
